Name	\\HST1\T1.A26CBJ2
Data Type	Float 32
Number of Values	56990
Time	Value	Value Attributes
27-Dec-2023 23:31:10.21875	33
27-Dec-2023 22:48:30.65625	34
27-Dec-2023 21:53:23.84375	35
27-Dec-2023 21:30:22.5625	36
27-Dec-2023 21:15:05.0625	37
27-Dec-2023 21:02:53.59375	38
27-Dec-2023 21:01:11.5	38
27-Dec-2023 20:38:09.5625	37
27-Dec-2023 20:37:59.5625	37
27-Dec-2023 20:25:50.15625	36
27-Dec-2023 20:21:44	36
27-Dec-2023 20:21:42	36
27-Dec-2023 20:16:14.75	36
27-Dec-2023 19:55:31.46875	34
27-Dec-2023 19:26:39.46875	32
27-Dec-2023 19:21:25.125	31
27-Dec-2023 19:18:28.96875	30
27-Dec-2023 19:15:21.78125	29
27-Dec-2023 19:13:51.78125	28
27-Dec-2023 19:13:31.78125	28
27-Dec-2023 19:06:23.5625	28
27-Dec-2023 19:06:22.5625	28
27-Dec-2023 19:06:21.5625	28
27-Dec-2023 19:03:41.4375	28
27-Dec-2023 18:37:40.375	29
27-Dec-2023 18:37:38.375	29
27-Dec-2023 18:37:30.375	29
27-Dec-2023 18:37:29.375	29
27-Dec-2023 18:36:57.375	29
27-Dec-2023 18:36:49.375	29
27-Dec-2023 18:35:45.3125	29
27-Dec-2023 18:35:41.3125	29
27-Dec-2023 18:34:56.21875	29
27-Dec-2023 18:34:47.21875	29
27-Dec-2023 18:34:39.21875	29
27-Dec-2023 18:34:38.21875	29
27-Dec-2023 18:34:16.21875	29
27-Dec-2023 18:34:13.21875	29
27-Dec-2023 18:33:43.21875	29
27-Dec-2023 18:33:34.21875	29
27-Dec-2023 18:33:21.21875	29
27-Dec-2023 18:33:17.21875	29
27-Dec-2023 18:10:26.875	29
27-Dec-2023 18:08:47.6875	29
27-Dec-2023 18:08:45.65625	29
27-Dec-2023 18:08:44.65625	29
27-Dec-2023 18:08:23.625	29
27-Dec-2023 18:08:21.625	29
27-Dec-2023 18:08:00.5625	29
27-Dec-2023 18:07:56.5625	29
27-Dec-2023 18:07:53.5625	29
27-Dec-2023 18:07:34.5625	29
27-Dec-2023 18:07:32.5625	29
27-Dec-2023 18:07:18.5625	29
27-Dec-2023 18:07:08.5625	29
27-Dec-2023 18:06:58.5625	29
27-Dec-2023 18:06:56.5625	29
27-Dec-2023 18:05:38.5625	29
27-Dec-2023 17:38:38.3125	29
27-Dec-2023 17:38:36.3125	29
27-Dec-2023 17:37:27.3125	29
27-Dec-2023 16:26:54.09375	30
27-Dec-2023 16:26:09.03125	30
27-Dec-2023 16:02:25.625	30
27-Dec-2023 16:02:22.625	30
27-Dec-2023 15:47:19.0625	31
27-Dec-2023 15:41:52.8125	31
27-Dec-2023 15:40:56.75	31
27-Dec-2023 15:40:53.75	31
27-Dec-2023 15:40:32.71875	31
27-Dec-2023 15:40:26.6875	31
27-Dec-2023 15:23:58.9375	31
27-Dec-2023 14:05:11.375	32
27-Dec-2023 14:04:58.375	32
27-Dec-2023 14:04:10.25	32
27-Dec-2023 14:03:58.25	32
27-Dec-2023 14:03:56.25	32
27-Dec-2023 13:51:05.4375	32
27-Dec-2023 13:51:04.4375	33
27-Dec-2023 13:50:54.40625	32
27-Dec-2023 13:50:27.40625	33
27-Dec-2023 13:50:08.40625	32
27-Dec-2023 13:50:02.40625	33
27-Dec-2023 13:50:01.40625	32
27-Dec-2023 13:49:59.40625	33
27-Dec-2023 13:49:57.40625	32
27-Dec-2023 13:48:39.28125	32
27-Dec-2023 13:17:48.65625	33
27-Dec-2023 12:18:18.375	34
27-Dec-2023 11:48:57.40625	35
27-Dec-2023 11:34:08.03125	36
27-Dec-2023 11:22:36.34375	36
27-Dec-2023 11:06:08.875	38
27-Dec-2023 10:38:48.625	36
27-Dec-2023 10:38:46.625	36
27-Dec-2023 10:38:44.625	36
27-Dec-2023 10:33:15.21875	36
27-Dec-2023 09:57:54.875	33
27-Dec-2023 09:42:46.1875	32
27-Dec-2023 09:37:08.90625	31
27-Dec-2023 09:32:09.8125	29
27-Dec-2023 09:30:32.75	28
27-Dec-2023 09:10:35.625	29
27-Dec-2023 08:54:09.1875	29
27-Dec-2023 08:53:35.15625	28
27-Dec-2023 08:16:06.34375	29
27-Dec-2023 07:43:43.84375	29
27-Dec-2023 07:43:42.84375	29
27-Dec-2023 07:24:24.90625	29
27-Dec-2023 07:24:23.90625	29
27-Dec-2023 07:23:35.84375	29
27-Dec-2023 07:23:24.84375	29
27-Dec-2023 07:22:46.78125	29
27-Dec-2023 07:22:35.78125	29
27-Dec-2023 07:22:13.78125	29
27-Dec-2023 07:21:58.78125	29
27-Dec-2023 07:21:57.78125	29
27-Dec-2023 07:21:56.78125	29
27-Dec-2023 07:21:16.78125	29
27-Dec-2023 07:18:10.5625	29
27-Dec-2023 07:18:04.5625	29
27-Dec-2023 07:03:07.65625	29
27-Dec-2023 06:33:17.34375	30
27-Dec-2023 04:58:37.5625	31
27-Dec-2023 04:58:34.5625	31
27-Dec-2023 04:58:23.5625	31
27-Dec-2023 04:15:02.125	32
27-Dec-2023 03:13:34.78125	33
27-Dec-2023 02:49:34.9375	34
27-Dec-2023 02:38:05.5	34
27-Dec-2023 01:51:46.40625	35
27-Dec-2023 01:32:40.625	37
27-Dec-2023 01:26:02.53125	38
27-Dec-2023 01:13:57.21875	37
27-Dec-2023 01:13:32.21875	37
27-Dec-2023 01:13:30.21875	37
27-Dec-2023 01:13:21.1875	37
27-Dec-2023 01:13:02.1875	37
27-Dec-2023 01:13:00.1875	37
27-Dec-2023 01:06:45.90625	37
27-Dec-2023 01:06:33.90625	37
27-Dec-2023 01:06:32.90625	37
27-Dec-2023 01:06:24.90625	37
27-Dec-2023 01:06:19.90625	37
27-Dec-2023 01:05:51.84375	37
27-Dec-2023 01:05:49.84375	37
27-Dec-2023 01:01:02.78125	37
27-Dec-2023 00:39:22	36
27-Dec-2023 00:18:23.09375	35
26-Dec-2023 23:52:28.34375	33
26-Dec-2023 23:33:19.625	32
26-Dec-2023 23:27:09.53125	30
26-Dec-2023 23:23:06.46875	29
26-Dec-2023 23:22:16.46875	28
26-Dec-2023 23:21:41.46875	28
26-Dec-2023 23:11:41.125	28
26-Dec-2023 23:11:39.125	28
26-Dec-2023 22:41:57.3125	29
26-Dec-2023 21:29:39.28125	30
26-Dec-2023 21:29:23.25	29
26-Dec-2023 21:29:21.25	30
26-Dec-2023 20:19:14.3125	31
26-Dec-2023 19:40:42.0625	31
26-Dec-2023 18:29:25.8125	32
26-Dec-2023 18:29:22.78125	33
26-Dec-2023 18:28:57.78125	32
26-Dec-2023 18:28:37.75	32
26-Dec-2023 18:28:35.75	33
26-Dec-2023 18:27:46.71875	32
26-Dec-2023 17:44:17.84375	33
26-Dec-2023 16:51:02.78125	35
26-Dec-2023 16:17:51.375	36
26-Dec-2023 16:07:54	37
26-Dec-2023 16:01:45.75	37
26-Dec-2023 15:58:23.625	38
26-Dec-2023 15:51:08.25	38
26-Dec-2023 15:50:52.25	37
26-Dec-2023 15:44:14.90625	37
26-Dec-2023 15:44:06.90625	37
26-Dec-2023 15:43:28.90625	37
26-Dec-2023 15:37:19.71875	37
26-Dec-2023 15:25:03.375	36
26-Dec-2023 15:24:54.375	36
26-Dec-2023 15:24:42.375	36
26-Dec-2023 15:24:19.34375	36
26-Dec-2023 15:03:59.75	35
26-Dec-2023 14:36:12.53125	33
26-Dec-2023 14:21:51.0625	32
26-Dec-2023 14:21:46.03125	32
26-Dec-2023 14:19:01.90625	32
26-Dec-2023 14:12:58.8125	30
26-Dec-2023 14:09:44.5	29
26-Dec-2023 14:08:21.5	28
26-Dec-2023 14:07:47.5	28
26-Dec-2023 13:22:02.9375	28
26-Dec-2023 13:22:00.9375	28
26-Dec-2023 12:54:45.03125	29
26-Dec-2023 12:54:34.03125	29
26-Dec-2023 12:54:33.03125	29
26-Dec-2023 12:53:58	29
26-Dec-2023 12:53:56	29
26-Dec-2023 12:53:55	29
26-Dec-2023 12:53:54	29
26-Dec-2023 12:53:52	29
26-Dec-2023 12:53:39	29
26-Dec-2023 12:29:12.3125	29
26-Dec-2023 12:28:59.3125	29
26-Dec-2023 12:28:52.3125	29
26-Dec-2023 12:28:35.28125	29
26-Dec-2023 12:27:53.21875	29
26-Dec-2023 12:27:45.1875	29
26-Dec-2023 12:27:28.1875	29
26-Dec-2023 12:27:20.1875	29
26-Dec-2023 12:23:53.9375	29
26-Dec-2023 12:01:52.9375	29
26-Dec-2023 10:50:19.09375	30
26-Dec-2023 10:09:51.25	31
26-Dec-2023 09:29:39.28125	31
26-Dec-2023 09:29:34.28125	31
26-Dec-2023 09:10:50.84375	32
26-Dec-2023 08:22:52.96875	32
26-Dec-2023 08:22:44.96875	32
26-Dec-2023 08:22:42.96875	33
26-Dec-2023 08:22:28.96875	32
26-Dec-2023 08:22:19.96875	32
26-Dec-2023 08:22:15.96875	33
26-Dec-2023 08:22:13.96875	32
26-Dec-2023 08:05:33.28125	33
26-Dec-2023 07:33:16.90625	33
26-Dec-2023 06:43:04.34375	35
26-Dec-2023 06:30:20.90625	35
26-Dec-2023 06:30:18.90625	35
26-Dec-2023 06:30:12.90625	35
26-Dec-2023 06:30:11.90625	35
26-Dec-2023 06:30:08.90625	35
26-Dec-2023 06:29:52.875	35
26-Dec-2023 06:24:18.65625	35
26-Dec-2023 06:14:12.25	36
26-Dec-2023 06:01:12.84375	37
26-Dec-2023 05:57:39.75	38
26-Dec-2023 05:52:20.5	38
26-Dec-2023 05:52:18.5	38
26-Dec-2023 05:40:37.0625	37
26-Dec-2023 05:31:10.46875	36
26-Dec-2023 05:31:04.46875	36
26-Dec-2023 05:17:51.15625	35
26-Dec-2023 05:04:11.78125	34
26-Dec-2023 04:42:15.78125	32
26-Dec-2023 04:42:08.78125	32
26-Dec-2023 04:41:44.75	32
26-Dec-2023 04:35:23.5	31
26-Dec-2023 04:31:14.25	30
26-Dec-2023 04:27:16	29
26-Dec-2023 04:26:21.96875	28
26-Dec-2023 04:25:53.96875	28
26-Dec-2023 04:06:30.25	29
26-Dec-2023 02:50:27.6875	30
26-Dec-2023 02:50:25.6875	29
26-Dec-2023 02:49:21.65625	30
26-Dec-2023 02:49:13.65625	29
26-Dec-2023 02:49:10.65625	30
26-Dec-2023 02:49:01.65625	29
26-Dec-2023 02:48:30.625	30
26-Dec-2023 02:48:25.625	30
26-Dec-2023 02:48:16.625	30
26-Dec-2023 02:48:11.625	29
26-Dec-2023 02:47:52.625	30
26-Dec-2023 02:33:08.875	30
26-Dec-2023 02:33:06.875	30
26-Dec-2023 02:30:54.71875	30
26-Dec-2023 02:30:52.71875	30
26-Dec-2023 02:14:36.9375	30
26-Dec-2023 02:14:30.9375	30
26-Dec-2023 02:14:29.9375	30
26-Dec-2023 02:13:20.90625	30
26-Dec-2023 02:13:18.90625	30
26-Dec-2023 02:13:10.90625	30
26-Dec-2023 01:37:10.34375	31
26-Dec-2023 01:37:06.34375	31
26-Dec-2023 01:21:49.96875	31
26-Dec-2023 01:21:46.96875	31
26-Dec-2023 00:02:58.625	32
26-Dec-2023 00:02:49.625	32
26-Dec-2023 00:01:56.59375	32
25-Dec-2023 23:14:46.65625	33
25-Dec-2023 22:34:46.9375	34
25-Dec-2023 21:57:46.96875	36
25-Dec-2023 21:38:09.375	38
25-Dec-2023 21:24:32.96875	37
25-Dec-2023 21:24:30.9375	37
25-Dec-2023 21:08:04.875	37
25-Dec-2023 20:46:46.0625	36
25-Dec-2023 20:08:30.59375	34
25-Dec-2023 19:39:20.0625	32
25-Dec-2023 19:31:46.875	31
25-Dec-2023 19:26:47.59375	30
25-Dec-2023 19:24:03.59375	28
25-Dec-2023 19:23:14.5625	28
25-Dec-2023 17:11:55.0625	30
25-Dec-2023 16:20:50.03125	30
25-Dec-2023 16:20:49.03125	30
25-Dec-2023 16:18:13.875	30
25-Dec-2023 15:45:30.8125	31
25-Dec-2023 14:34:58.21875	32
25-Dec-2023 14:34:51.21875	32
25-Dec-2023 14:16:55.34375	32
25-Dec-2023 14:16:39.34375	33
25-Dec-2023 14:16:30.34375	32
25-Dec-2023 14:16:28.34375	33
25-Dec-2023 14:16:27.34375	32
25-Dec-2023 14:16:02.28125	32
25-Dec-2023 14:15:55.25	32
25-Dec-2023 14:15:44.25	32
25-Dec-2023 14:15:21.25	32
25-Dec-2023 13:46:33.25	33
25-Dec-2023 12:59:45.6875	34
25-Dec-2023 12:58:59.6875	34
25-Dec-2023 12:32:16.96875	35
25-Dec-2023 12:32:13.96875	35
25-Dec-2023 12:22:08.34375	35
25-Dec-2023 12:10:26.78125	36
25-Dec-2023 11:47:08.5	38
25-Dec-2023 11:15:19.40625	36
25-Dec-2023 10:42:38.6875	34
25-Dec-2023 10:38:23.65625	33
25-Dec-2023 10:28:23.375	33
25-Dec-2023 10:08:54.53125	31
25-Dec-2023 10:02:11.3125	29
25-Dec-2023 09:59:06.25	28
25-Dec-2023 09:57:34.21875	27
25-Dec-2023 09:57:15.21875	27
25-Dec-2023 09:29:28.375	27
25-Dec-2023 09:27:38.3125	27
25-Dec-2023 09:27:36.3125	28
25-Dec-2023 09:27:13.3125	27
25-Dec-2023 09:27:11.28125	28
25-Dec-2023 09:06:36.40625	28
25-Dec-2023 08:00:33.375	29
25-Dec-2023 07:59:48.375	28
25-Dec-2023 06:59:50.78125	29
25-Dec-2023 06:59:47.78125	29
25-Dec-2023 06:58:15.6875	29
25-Dec-2023 06:55:33.6875	29
25-Dec-2023 06:55:25.6875	29
25-Dec-2023 06:55:17.6875	29
25-Dec-2023 06:55:16.6875	29
25-Dec-2023 06:54:50.65625	29
25-Dec-2023 06:54:34.65625	29
25-Dec-2023 06:41:19.125	29
25-Dec-2023 06:11:24.5	30
25-Dec-2023 05:50:23.5625	30
25-Dec-2023 05:19:00.3125	30
25-Dec-2023 05:18:50.3125	30
25-Dec-2023 05:02:27.65625	31
25-Dec-2023 05:02:21.65625	31
25-Dec-2023 05:02:20.65625	31
25-Dec-2023 05:01:41.65625	31
25-Dec-2023 05:01:37.65625	31
25-Dec-2023 04:44:17.875	31
25-Dec-2023 04:19:43.59375	31
25-Dec-2023 03:02:00.09375	33
25-Dec-2023 02:26:57.90625	34
25-Dec-2023 01:53:57.8125	35
25-Dec-2023 01:37:17.125	35
25-Dec-2023 01:31:41.90625	35
25-Dec-2023 01:11:50.9375	37
25-Dec-2023 01:07:30.625	38
25-Dec-2023 00:54:49.34375	37
25-Dec-2023 00:12:35.46875	36
25-Dec-2023 00:01:32.25	35
24-Dec-2023 23:36:26.28125	34
24-Dec-2023 23:13:06.4375	32
24-Dec-2023 23:13:03.4375	33
24-Dec-2023 23:00:30.125	31
24-Dec-2023 22:56:29.09375	30
24-Dec-2023 22:53:09.03125	29
24-Dec-2023 22:52:40.03125	29
24-Dec-2023 22:51:50	28
24-Dec-2023 22:51:19.96875	28
24-Dec-2023 22:32:43.4375	28
24-Dec-2023 22:32:41.4375	28
24-Dec-2023 21:07:39	29
24-Dec-2023 21:07:37	29
24-Dec-2023 21:06:00.90625	30
24-Dec-2023 21:04:17.875	30
24-Dec-2023 21:04:02.875	29
24-Dec-2023 21:03:30.875	30
24-Dec-2023 21:03:27.875	30
24-Dec-2023 20:45:01.28125	30
24-Dec-2023 20:44:59.28125	30
24-Dec-2023 20:44:57.25	30
24-Dec-2023 20:25:24.71875	30
24-Dec-2023 19:50:30.8125	31
24-Dec-2023 19:50:03.78125	31
24-Dec-2023 19:49:33.75	31
24-Dec-2023 19:49:22.75	31
24-Dec-2023 19:49:21.75	31
24-Dec-2023 19:48:54.75	31
24-Dec-2023 19:48:38.75	31
24-Dec-2023 19:48:18.75	31
24-Dec-2023 19:48:06.75	31
24-Dec-2023 19:47:27.71875	31
24-Dec-2023 19:47:11.71875	31
24-Dec-2023 19:43:09.5625	31
24-Dec-2023 18:06:10.46875	33
24-Dec-2023 18:06:02.46875	32
24-Dec-2023 18:06:01.46875	33
24-Dec-2023 17:27:32.46875	33
24-Dec-2023 17:14:28.96875	33
24-Dec-2023 16:30:08.09375	35
24-Dec-2023 16:05:26.09375	35
24-Dec-2023 15:49:52.46875	37
24-Dec-2023 15:39:21.0625	38
24-Dec-2023 15:28:56.75	37
24-Dec-2023 15:11:43.25	36
24-Dec-2023 14:50:32.5625	35
24-Dec-2023 14:17:14.3125	33
24-Dec-2023 14:09:20.0625	32
24-Dec-2023 14:00:58.53125	31
24-Dec-2023 13:57:40.4375	31
24-Dec-2023 13:53:14.25	29
24-Dec-2023 13:51:59.25	28
24-Dec-2023 13:51:24.21875	28
24-Dec-2023 13:48:33.0625	28
24-Dec-2023 13:00:31.0625	28
24-Dec-2023 13:00:08.0625	28
24-Dec-2023 12:59:07.9375	28
24-Dec-2023 12:57:17.78125	28
24-Dec-2023 12:51:34.5625	28
24-Dec-2023 12:04:13.3125	29
24-Dec-2023 12:04:11.3125	29
24-Dec-2023 12:03:33.28125	29
24-Dec-2023 11:55:21.96875	29
24-Dec-2023 11:11:33.625	30
24-Dec-2023 09:34:36.40625	31
24-Dec-2023 08:25:38.25	32
24-Dec-2023 07:31:03.75	33
24-Dec-2023 06:48:50.75	34
24-Dec-2023 06:15:37.3125	35
24-Dec-2023 06:02:49.9375	36
24-Dec-2023 05:56:26.625	37
24-Dec-2023 05:56:17.625	37
24-Dec-2023 05:56:16.625	37
24-Dec-2023 05:46:48.21875	38
24-Dec-2023 05:32:26.65625	37
24-Dec-2023 05:07:55.15625	35
24-Dec-2023 04:47:43.5	34
24-Dec-2023 04:18:11.9375	31
24-Dec-2023 04:10:34.46875	30
24-Dec-2023 04:06:52.1875	29
24-Dec-2023 04:04:48.09375	28
24-Dec-2023 04:04:39.09375	29
24-Dec-2023 03:36:29.3125	29
24-Dec-2023 03:36:20.3125	29
24-Dec-2023 03:36:19.3125	29
24-Dec-2023 03:23:57.03125	29
24-Dec-2023 02:49:00.0625	30
24-Dec-2023 02:31:13.25	31
24-Dec-2023 02:31:09.25	31
24-Dec-2023 02:22:32.875	31
24-Dec-2023 02:15:38.46875	32
24-Dec-2023 02:10:14.15625	31
24-Dec-2023 02:05:42.03125	29
24-Dec-2023 02:05:40.03125	29
24-Dec-2023 02:05:32	29
24-Dec-2023 02:03:45.875	28
24-Dec-2023 02:03:06.6875	28
24-Dec-2023 01:06:52.90625	29
24-Dec-2023 00:46:07.8125	29
24-Dec-2023 00:29:40.65625	29
24-Dec-2023 00:06:18.375	30
23-Dec-2023 23:09:32.15625	31
23-Dec-2023 23:09:07.15625	31
23-Dec-2023 23:08:52.15625	31
23-Dec-2023 23:08:43.15625	31
23-Dec-2023 23:08:33.09375	31
23-Dec-2023 23:08:24.09375	31
23-Dec-2023 23:08:20.09375	31
23-Dec-2023 23:07:03.90625	31
23-Dec-2023 23:06:59.90625	31
23-Dec-2023 22:52:20.15625	31
23-Dec-2023 22:52:04.15625	31
23-Dec-2023 22:52:03.15625	31
23-Dec-2023 22:49:57.96875	31
23-Dec-2023 22:49:54.9375	31
23-Dec-2023 22:49:45.90625	31
23-Dec-2023 22:49:32.875	31
23-Dec-2023 22:49:22.875	31
23-Dec-2023 22:49:21.875	31
23-Dec-2023 22:38:18.21875	31
23-Dec-2023 21:20:32.15625	33
23-Dec-2023 20:55:30.375	33
23-Dec-2023 20:54:04.34375	33
23-Dec-2023 20:30:01.65625	34
23-Dec-2023 20:18:56.1875	34
23-Dec-2023 19:38:49.625	35
23-Dec-2023 19:28:15.90625	36
23-Dec-2023 19:22:59.625	36
23-Dec-2023 19:22:51.625	36
23-Dec-2023 19:22:36.625	36
23-Dec-2023 19:17:17.3125	37
23-Dec-2023 19:11:21	37
23-Dec-2023 19:09:27.90625	37
23-Dec-2023 19:05:10.8125	38
23-Dec-2023 18:41:13.96875	37
23-Dec-2023 18:25:54.1875	36
23-Dec-2023 17:53:06.28125	34
23-Dec-2023 17:26:34.875	32
23-Dec-2023 17:26:32.875	33
23-Dec-2023 17:15:26.3125	31
23-Dec-2023 17:12:50.03125	31
23-Dec-2023 17:07:48.875	29
23-Dec-2023 17:06:26.875	28
23-Dec-2023 17:05:54.875	28
23-Dec-2023 16:08:20.59375	28
23-Dec-2023 15:42:46	29
23-Dec-2023 14:58:30.75	29
23-Dec-2023 14:07:59.5625	30
23-Dec-2023 14:07:57.5625	30
23-Dec-2023 13:11:14.78125	31
23-Dec-2023 12:53:46.03125	31
23-Dec-2023 12:37:57.15625	31
23-Dec-2023 11:42:12.28125	32
23-Dec-2023 10:39:48.8125	34
23-Dec-2023 10:28:41.1875	34
23-Dec-2023 09:39:47.78125	35
23-Dec-2023 09:39:45.78125	35
23-Dec-2023 09:39:16.78125	35
23-Dec-2023 09:39:14.78125	35
23-Dec-2023 09:38:52.78125	35
23-Dec-2023 09:38:46.75	35
23-Dec-2023 09:38:29.75	35
23-Dec-2023 09:27:12.15625	36
23-Dec-2023 09:10:34.96875	37
23-Dec-2023 09:05:53.9375	38
23-Dec-2023 09:00:28.625	37
23-Dec-2023 08:49:45.1875	37
23-Dec-2023 08:32:27.4375	36
23-Dec-2023 08:32:26.4375	36
23-Dec-2023 08:32:25.4375	36
23-Dec-2023 08:16:32.4375	35
23-Dec-2023 07:44:42.125	32
23-Dec-2023 07:37:00.625	30
23-Dec-2023 07:33:02.46875	29
23-Dec-2023 07:32:02.40625	28
23-Dec-2023 07:31:22.34375	28
23-Dec-2023 07:03:13.03125	29
23-Dec-2023 06:36:46.15625	29
23-Dec-2023 06:22:24.53125	29
23-Dec-2023 05:19:38.625	30
23-Dec-2023 05:19:22.625	30
23-Dec-2023 05:19:20.625	30
23-Dec-2023 05:18:38.625	30
23-Dec-2023 05:18:34.625	30
23-Dec-2023 04:50:57.375	31
23-Dec-2023 04:15:56.1875	31
23-Dec-2023 02:29:24.71875	34
23-Dec-2023 02:00:36.46875	34
23-Dec-2023 01:22:34.4375	36
23-Dec-2023 01:12:04.9375	36
23-Dec-2023 01:01:35.21875	37
23-Dec-2023 00:56:29.90625	38
23-Dec-2023 00:53:11.6875	38
23-Dec-2023 00:53:04.6875	38
23-Dec-2023 00:52:30.6875	38
23-Dec-2023 00:52:21.6875	38
23-Dec-2023 00:52:00.6875	38
23-Dec-2023 00:51:53.6875	38
23-Dec-2023 00:29:30.40625	37
23-Dec-2023 00:29:28.40625	37
23-Dec-2023 00:04:35.34375	36
22-Dec-2023 23:57:20.875	36
22-Dec-2023 23:26:55.40625	35
22-Dec-2023 22:44:26.875	33
22-Dec-2023 22:27:24.96875	32
22-Dec-2023 22:21:54.5	31
22-Dec-2023 22:17:17.21875	29
22-Dec-2023 22:16:07.1875	28
22-Dec-2023 22:15:36.15625	28
22-Dec-2023 21:51:27.59375	28
22-Dec-2023 21:34:51.75	29
22-Dec-2023 21:34:36.75	29
22-Dec-2023 21:33:07.6875	29
22-Dec-2023 21:15:24.59375	29
22-Dec-2023 21:15:15.59375	29
22-Dec-2023 21:15:14.59375	29
22-Dec-2023 21:14:51.5625	29
22-Dec-2023 21:14:47.5625	29
22-Dec-2023 21:14:40.5	29
22-Dec-2023 21:14:31.5	29
22-Dec-2023 21:14:02.46875	29
22-Dec-2023 21:13:57.46875	29
22-Dec-2023 21:12:54.40625	29
22-Dec-2023 21:12:26.3125	29
22-Dec-2023 20:48:15.875	29
22-Dec-2023 18:58:30.40625	31
22-Dec-2023 17:02:20.9375	33
22-Dec-2023 15:51:58.5	35
22-Dec-2023 15:37:25.53125	36
22-Dec-2023 15:25:03.9375	36
22-Dec-2023 15:12:06.28125	38
22-Dec-2023 14:43:03.53125	37
22-Dec-2023 14:43:00.53125	36
22-Dec-2023 14:42:23.53125	37
22-Dec-2023 14:13:32.9375	35
22-Dec-2023 13:36:57.8125	33
22-Dec-2023 13:21:12.3125	32
22-Dec-2023 13:13:47	31
22-Dec-2023 13:09:02.875	29
22-Dec-2023 13:06:41.75	28
22-Dec-2023 12:13:01.84375	28
22-Dec-2023 12:09:44.625	28
22-Dec-2023 11:46:46.125	29
22-Dec-2023 11:46:38.125	29
22-Dec-2023 11:46:35.125	29
22-Dec-2023 11:46:26.125	29
22-Dec-2023 11:46:01.09375	29
22-Dec-2023 11:45:59.09375	29
22-Dec-2023 11:45:49.09375	29
22-Dec-2023 11:45:48.09375	29
22-Dec-2023 11:45:43.09375	29
22-Dec-2023 11:45:40.09375	29
22-Dec-2023 11:45:39.09375	29
22-Dec-2023 11:44:51.0625	29
22-Dec-2023 11:27:00.1875	29
22-Dec-2023 11:26:59.1875	29
22-Dec-2023 11:25:38.15625	29
22-Dec-2023 11:25:29.15625	29
22-Dec-2023 11:25:10.15625	29
22-Dec-2023 11:25:01.15625	29
22-Dec-2023 11:24:55.15625	29
22-Dec-2023 11:24:46.15625	29
22-Dec-2023 11:24:34.15625	29
22-Dec-2023 11:24:25.15625	29
22-Dec-2023 11:24:24.15625	29
22-Dec-2023 10:36:28.59375	30
22-Dec-2023 09:54:38.0625	30
22-Dec-2023 09:37:07.65625	30
22-Dec-2023 07:44:42.28125	32
22-Dec-2023 07:44:41.28125	33
22-Dec-2023 07:43:45.25	32
22-Dec-2023 07:43:43.25	33
22-Dec-2023 07:43:21.25	32
22-Dec-2023 07:33:00.5625	33
22-Dec-2023 07:31:35.40625	33
22-Dec-2023 06:26:06.71875	34
22-Dec-2023 05:47:56.53125	36
22-Dec-2023 05:33:10.625	37
22-Dec-2023 05:30:08.46875	37
22-Dec-2023 05:24:09	38
22-Dec-2023 05:16:25.53125	37
22-Dec-2023 05:16:14.53125	38
22-Dec-2023 05:11:45.28125	37
22-Dec-2023 04:34:43.75	35
22-Dec-2023 04:10:02.3125	33
22-Dec-2023 03:44:50.1875	31
22-Dec-2023 03:40:34	31
22-Dec-2023 03:35:41.8125	29
22-Dec-2023 03:34:00.78125	28
22-Dec-2023 03:33:47.78125	28
22-Dec-2023 03:14:31.53125	29
22-Dec-2023 02:54:40.5	29
22-Dec-2023 02:54:19.5	29
22-Dec-2023 02:54:10.5	29
22-Dec-2023 02:53:35.46875	29
22-Dec-2023 02:53:29.46875	29
22-Dec-2023 02:53:25.4375	29
22-Dec-2023 02:51:37.4375	29
22-Dec-2023 02:51:35.4375	29
22-Dec-2023 02:36:45.0625	29
22-Dec-2023 02:36:11	29
22-Dec-2023 02:35:41	29
22-Dec-2023 02:35:39	29
22-Dec-2023 01:59:15.5625	30
22-Dec-2023 00:49:44.40625	31
22-Dec-2023 00:49:41.40625	31
22-Dec-2023 00:38:54.875	31
22-Dec-2023 00:38:39.84375	31
22-Dec-2023 00:38:37.84375	31
22-Dec-2023 00:11:09.375	32
21-Dec-2023 23:14:55.03125	33
21-Dec-2023 22:49:37.875	33
21-Dec-2023 22:34:17.09375	34
21-Dec-2023 22:22:30.375	34
21-Dec-2023 21:31:46.53125	36
21-Dec-2023 21:31:43.53125	36
21-Dec-2023 21:31:41.5	36
21-Dec-2023 21:25:10.15625	36
21-Dec-2023 21:08:28.9375	38
21-Dec-2023 21:08:24.9375	38
21-Dec-2023 20:41:52.625	37
21-Dec-2023 20:04:09.21875	35
21-Dec-2023 19:25:52.03125	34
21-Dec-2023 19:17:12.625	33
21-Dec-2023 18:57:38.75	32
21-Dec-2023 18:51:34.59375	31
21-Dec-2023 18:47:25.5	29
21-Dec-2023 18:47:23.5	29
21-Dec-2023 18:46:00.5	29
21-Dec-2023 18:45:19.34375	28
21-Dec-2023 18:44:18.3125	28
21-Dec-2023 17:30:43.28125	29
21-Dec-2023 17:30:42.28125	29
21-Dec-2023 17:30:18.28125	29
21-Dec-2023 17:30:02.28125	29
21-Dec-2023 17:29:01.28125	29
21-Dec-2023 17:28:51.28125	29
21-Dec-2023 17:28:50.28125	29
21-Dec-2023 17:28:16.28125	29
