Name	\\HST1\T1.BB1
Data Type	Float 32
Number of Values	1403
Time	Value	Value Attributes
12-Nov-2023 02:47:28.3125	0.4
11-Nov-2023 19:13:57.5625	0.3
11-Nov-2023 12:57:07.0625	0.3
11-Nov-2023 07:49:13.71875	0.4
11-Nov-2023 07:44:25.90625	Bad
11-Nov-2023 07:44:25.90625	0.4
11-Nov-2023 07:44:25.90625	Bad
11-Nov-2023 07:32:22.5625	0.4
11-Nov-2023 07:28:03.5	Bad
11-Nov-2023 07:28:03.5	0.3
11-Nov-2023 07:28:03.5	Bad
11-Nov-2023 07:28:03.5	0.3
11-Nov-2023 07:27:02.625	0.4
11-Nov-2023 07:22:38.3125	Bad
11-Nov-2023 07:22:38.3125	0.4
11-Nov-2023 05:23:29.15625	0.3
11-Nov-2023 01:53:00.15625	0.5
11-Nov-2023 01:52:59.15625	0.0
11-Nov-2023 01:52:58.15625	0.5
10-Nov-2023 22:28:53.75	0.4
10-Nov-2023 16:12:02.46875	0.4
10-Nov-2023 09:37:38.96875	0.2
10-Nov-2023 07:18:40.84375	0.3
10-Nov-2023 01:08:07.65625	0.5
9-Nov-2023 21:33:41.6875	0.4
9-Nov-2023 13:42:53.1875	0.4
9-Nov-2023 08:24:31.8125	0.3
9-Nov-2023 00:27:29.53125	0.5
8-Nov-2023 18:16:08.53125	0.3
8-Nov-2023 10:17:17.84375	0.3
8-Nov-2023 02:24:01.375	0.5
7-Nov-2023 20:28:33.3125	0.4
7-Nov-2023 15:49:21.5	0.4
7-Nov-2023 07:56:15.25	0.4
7-Nov-2023 00:00:19.15625	0.5
6-Nov-2023 18:28:53.71875	0.4
6-Nov-2023 15:42:08.71875	0.4
