Name	\\HST1\T1.A26BJ2A
Data Type	Float 32
Number of Values	57655
Time	Value	Value Attributes
22-Feb-2024 02:01:28.53125	56
22-Feb-2024 01:57:25.34375	56
22-Feb-2024 01:52:13.96875	56
22-Feb-2024 01:47:01.75	56
22-Feb-2024 01:44:10.59375	56
22-Feb-2024 01:39:21.5625	56
22-Feb-2024 01:37:15.46875	56
22-Feb-2024 01:33:18.4375	56
22-Feb-2024 01:28:33.25	56
22-Feb-2024 01:27:08.25	56
22-Feb-2024 01:21:40.0625	56
22-Feb-2024 01:19:00.96875	56
22-Feb-2024 01:13:51.78125	56
22-Feb-2024 01:09:33.6875	56
22-Feb-2024 01:04:24.5625	56
22-Feb-2024 01:04:22.5625	56
22-Feb-2024 01:03:06.5	56
22-Feb-2024 00:56:55.03125	56
22-Feb-2024 00:53:52.84375	56
22-Feb-2024 00:48:37.59375	56
22-Feb-2024 00:44:25.46875	56
22-Feb-2024 00:40:40.3125	56
22-Feb-2024 00:34:30.03125	56
22-Feb-2024 00:32:11.9375	56
22-Feb-2024 00:29:15.71875	56
22-Feb-2024 00:25:31.40625	56
22-Feb-2024 00:24:39.375	56
22-Feb-2024 00:21:32.3125	56
22-Feb-2024 00:17:40.28125	56
22-Feb-2024 00:16:25.25	56
22-Feb-2024 00:13:21.1875	56
22-Feb-2024 00:12:02.1875	56
22-Feb-2024 00:08:37.0625	56
22-Feb-2024 00:05:54	56
22-Feb-2024 00:01:55.875	56
21-Feb-2024 23:59:43.8125	56
21-Feb-2024 23:57:00.5625	56
21-Feb-2024 23:53:23.34375	56
21-Feb-2024 23:51:33.21875	56
21-Feb-2024 23:48:56.15625	56
21-Feb-2024 23:45:43.9375	56
21-Feb-2024 23:43:31.6875	56
21-Feb-2024 23:40:54.53125	56
21-Feb-2024 23:38:05.5	56
21-Feb-2024 23:33:29.34375	56
21-Feb-2024 23:28:42.09375	56
21-Feb-2024 23:27:26.09375	56
21-Feb-2024 23:24:59.96875	56
21-Feb-2024 23:21:52.84375	56
21-Feb-2024 23:19:08.78125	56
21-Feb-2024 23:17:12.65625	56
21-Feb-2024 23:13:56.5625	56
21-Feb-2024 23:11:58.53125	56
21-Feb-2024 23:09:17.4375	56
21-Feb-2024 23:06:13.625	56
21-Feb-2024 23:03:04.4375	56
21-Feb-2024 23:00:41.34375	56
21-Feb-2024 22:57:17.25	56
21-Feb-2024 22:54:43.15625	56
21-Feb-2024 22:51:09.9375	56
21-Feb-2024 22:48:55.9375	56
21-Feb-2024 22:44:13.75	56
21-Feb-2024 22:41:12.59375	56
21-Feb-2024 22:36:29.40625	56
21-Feb-2024 22:33:28.3125	56
21-Feb-2024 22:30:21.15625	56
21-Feb-2024 22:26:34.78125	56
21-Feb-2024 22:22:21.59375	56
21-Feb-2024 22:18:32.40625	56
21-Feb-2024 22:16:26.28125	56
21-Feb-2024 22:13:03.90625	56
21-Feb-2024 22:10:07.71875	56
21-Feb-2024 22:07:46.5	56
21-Feb-2024 22:05:03.25	56
21-Feb-2024 22:02:44.125	56
21-Feb-2024 21:56:38.6875	56
21-Feb-2024 21:54:09.59375	56
21-Feb-2024 21:49:14.46875	56
21-Feb-2024 21:45:07.25	56
21-Feb-2024 21:43:03.125	56
21-Feb-2024 21:40:44	56
21-Feb-2024 21:38:30.90625	56
21-Feb-2024 21:34:02.78125	56
21-Feb-2024 21:30:40.625	56
21-Feb-2024 21:28:20.53125	56
21-Feb-2024 21:25:38.5	56
21-Feb-2024 21:23:25.4375	56
21-Feb-2024 21:20:52.1875	56
21-Feb-2024 21:19:46.15625	56
21-Feb-2024 21:17:19.125	56
21-Feb-2024 21:15:38.09375	56
21-Feb-2024 21:13:17.09375	56
21-Feb-2024 21:10:26.90625	56
21-Feb-2024 21:07:27.90625	56
21-Feb-2024 21:05:12.875	56
21-Feb-2024 21:02:40.71875	56
21-Feb-2024 21:00:02.6875	56
21-Feb-2024 20:57:47.625	56
21-Feb-2024 20:56:15.53125	56
21-Feb-2024 20:54:28.34375	56
21-Feb-2024 20:52:02.21875	56
21-Feb-2024 20:48:45.875	56
21-Feb-2024 20:45:54.75	56
21-Feb-2024 20:44:54.75	56
21-Feb-2024 20:42:05.5	56
21-Feb-2024 20:39:25.5	56
21-Feb-2024 20:36:18.40625	56
21-Feb-2024 20:34:00.40625	56
21-Feb-2024 20:32:24.34375	56
21-Feb-2024 20:29:36.25	56
21-Feb-2024 20:27:52.15625	56
21-Feb-2024 20:22:42.0625	56
21-Feb-2024 20:18:28	56
21-Feb-2024 20:14:08.84375	56
21-Feb-2024 20:08:59.71875	56
21-Feb-2024 20:04:20.5	56
21-Feb-2024 20:00:15.34375	56
21-Feb-2024 19:55:07.3125	56
21-Feb-2024 19:51:48.25	56
21-Feb-2024 19:44:47.15625	56
21-Feb-2024 19:42:01.0625	56
21-Feb-2024 19:35:27.78125	56
21-Feb-2024 19:28:22.46875	56
21-Feb-2024 19:25:20.34375	56
21-Feb-2024 19:22:48.21875	56
21-Feb-2024 19:19:23.1875	56
21-Feb-2024 19:15:37	56
21-Feb-2024 19:09:40.78125	56
21-Feb-2024 19:04:48.5625	56
21-Feb-2024 19:00:34.375	56
21-Feb-2024 18:57:31.21875	56
21-Feb-2024 18:54:42.125	56
21-Feb-2024 18:51:27	56
21-Feb-2024 18:48:55.84375	56
21-Feb-2024 18:45:11.71875	56
21-Feb-2024 18:42:16.71875	56
21-Feb-2024 18:39:34.65625	56
21-Feb-2024 18:34:08.4375	56
21-Feb-2024 18:30:23.15625	56
21-Feb-2024 18:26:05.9375	56
21-Feb-2024 18:23:40.875	56
21-Feb-2024 18:20:32.8125	56
21-Feb-2024 18:14:32.40625	56
21-Feb-2024 18:09:49.25	56
21-Feb-2024 18:06:28.25	56
21-Feb-2024 18:02:03.125	56
21-Feb-2024 17:58:07.9375	56
21-Feb-2024 17:55:22.84375	56
21-Feb-2024 17:51:34.59375	56
21-Feb-2024 17:50:40.59375	56
21-Feb-2024 17:47:21.375	56
21-Feb-2024 17:45:15.375	56
21-Feb-2024 17:42:49.3125	56
21-Feb-2024 17:39:41.25	56
21-Feb-2024 17:38:23.15625	56
21-Feb-2024 17:35:18.09375	56
21-Feb-2024 17:33:46.875	56
21-Feb-2024 17:31:09.8125	56
21-Feb-2024 17:29:05.8125	56
21-Feb-2024 17:28:49.78125	56
21-Feb-2024 17:25:24.65625	56
21-Feb-2024 17:20:55.5625	56
21-Feb-2024 17:19:05.46875	56
21-Feb-2024 17:16:16.3125	56
21-Feb-2024 17:13:47.15625	56
21-Feb-2024 17:11:58.09375	56
21-Feb-2024 17:11:17.0625	56
21-Feb-2024 17:07:04.84375	56
21-Feb-2024 17:04:30.625	56
21-Feb-2024 17:02:01.4375	56
21-Feb-2024 16:58:39.3125	56
21-Feb-2024 16:54:14.15625	56
21-Feb-2024 16:54:07.15625	56
21-Feb-2024 16:49:06	56
21-Feb-2024 16:43:44.90625	56
21-Feb-2024 16:41:18.84375	56
21-Feb-2024 16:37:22.65625	56
21-Feb-2024 16:34:52.625	56
21-Feb-2024 16:30:06.5625	56
21-Feb-2024 16:28:22.53125	56
21-Feb-2024 16:25:40.4375	56
21-Feb-2024 16:22:12.375	56
21-Feb-2024 16:20:12.28125	56
21-Feb-2024 16:16:23.1875	56
21-Feb-2024 16:13:23.15625	56
21-Feb-2024 16:09:24.03125	56
21-Feb-2024 16:09:22.03125	56
21-Feb-2024 16:05:23.75	56
21-Feb-2024 16:00:18.46875	56
21-Feb-2024 15:55:14.1875	56
21-Feb-2024 15:50:49.9375	56
21-Feb-2024 15:50:47.9375	56
21-Feb-2024 15:50:36.875	56
21-Feb-2024 15:48:11.6875	56
21-Feb-2024 15:48:07.6875	56
21-Feb-2024 15:45:23.5625	56
21-Feb-2024 15:41:08.46875	56
21-Feb-2024 15:39:25.40625	56
21-Feb-2024 15:39:18.40625	56
21-Feb-2024 15:39:17.40625	56
21-Feb-2024 15:38:52.40625	56
21-Feb-2024 15:35:51.375	56
21-Feb-2024 15:30:55.25	56
21-Feb-2024 15:28:31.125	56
21-Feb-2024 15:28:29.125	56
21-Feb-2024 15:24:23.96875	56
21-Feb-2024 15:21:20.78125	56
21-Feb-2024 15:14:03.65625	56
21-Feb-2024 15:11:51.59375	56
21-Feb-2024 15:09:39.5625	56
21-Feb-2024 15:08:34.53125	56
21-Feb-2024 15:05:22.5	56
21-Feb-2024 15:03:31.46875	56
21-Feb-2024 14:57:48.25	56
21-Feb-2024 14:54:46.03125	56
21-Feb-2024 14:50:49.84375	56
21-Feb-2024 14:45:52.4375	56
21-Feb-2024 14:41:56.28125	56
21-Feb-2024 14:36:13	56
21-Feb-2024 14:32:13.8125	56
21-Feb-2024 14:28:01.46875	56
21-Feb-2024 14:24:06.3125	56
21-Feb-2024 14:20:24.125	56
21-Feb-2024 14:17:45.03125	56
21-Feb-2024 14:13:09.90625	56
21-Feb-2024 14:09:40.78125	56
21-Feb-2024 14:05:46.625	56
21-Feb-2024 14:02:58.5625	56
21-Feb-2024 14:00:22.4375	56
21-Feb-2024 13:54:52.25	56
21-Feb-2024 13:52:07.15625	56
21-Feb-2024 13:46:07.78125	56
21-Feb-2024 13:43:55.71875	56
21-Feb-2024 13:37:04.59375	56
21-Feb-2024 13:34:23.59375	56
21-Feb-2024 13:30:04.40625	56
21-Feb-2024 13:25:17.34375	56
21-Feb-2024 13:22:07.90625	56
21-Feb-2024 13:17:54.75	56
21-Feb-2024 13:15:52.71875	56
21-Feb-2024 13:15:42.71875	56
21-Feb-2024 13:12:28.625	56
21-Feb-2024 13:08:00.46875	56
21-Feb-2024 13:04:11.34375	56
21-Feb-2024 12:59:03.15625	56
21-Feb-2024 12:55:44.125	56
21-Feb-2024 12:51:46.0625	56
21-Feb-2024 12:49:06.875	56
21-Feb-2024 12:44:44.8125	56
21-Feb-2024 12:39:58.65625	56
21-Feb-2024 12:35:13.53125	56
21-Feb-2024 12:28:10.25	56
21-Feb-2024 12:06:37.34375	56
21-Feb-2024 12:01:34.4375	56
21-Feb-2024 11:56:14.34375	56
21-Feb-2024 11:50:58.25	56
21-Feb-2024 11:46:30.0625	56
21-Feb-2024 11:42:05.96875	56
21-Feb-2024 11:37:25.84375	56
21-Feb-2024 11:32:21.375	56
21-Feb-2024 11:24:33.0625	56
21-Feb-2024 11:07:46.5	56
21-Feb-2024 10:57:36.15625	56
21-Feb-2024 10:52:16.78125	56
21-Feb-2024 10:47:56.59375	56
21-Feb-2024 10:41:13.5	56
21-Feb-2024 10:34:29.1875	56
21-Feb-2024 10:30:31.0625	56
21-Feb-2024 10:20:12.84375	56
21-Feb-2024 10:12:35.5	56
21-Feb-2024 10:04:25.0625	56
21-Feb-2024 09:59:40.90625	56
21-Feb-2024 09:52:14.5	56
21-Feb-2024 09:45:27.125	56
21-Feb-2024 09:37:21.5	56
21-Feb-2024 09:36:03.46875	56
21-Feb-2024 09:31:31.3125	56
21-Feb-2024 09:28:01.21875	56
21-Feb-2024 09:20:23.875	56
21-Feb-2024 09:17:57.84375	56
21-Feb-2024 09:14:06.75	55
21-Feb-2024 09:10:49.71875	56
21-Feb-2024 09:08:55.6875	56
21-Feb-2024 09:03:47.53125	56
21-Feb-2024 08:56:01.34375	56
21-Feb-2024 08:36:53.78125	56
21-Feb-2024 08:30:54.5	56
21-Feb-2024 08:27:51.375	56
21-Feb-2024 08:25:11.15625	56
21-Feb-2024 08:20:25.03125	56
21-Feb-2024 08:13:02.53125	56
21-Feb-2024 08:08:16.4375	56
21-Feb-2024 08:03:17.40625	56
21-Feb-2024 08:01:20.375	56
21-Feb-2024 07:58:47.28125	56
21-Feb-2024 07:53:39.21875	56
21-Feb-2024 07:49:59.875	55
21-Feb-2024 07:47:21.8125	56
21-Feb-2024 07:42:01	56
21-Feb-2024 07:38:40.96875	55
21-Feb-2024 07:36:06.8125	56
21-Feb-2024 07:34:21.75	56
21-Feb-2024 07:32:37.59375	57
21-Feb-2024 07:21:47.90625	58
21-Feb-2024 07:18:55.78125	58
21-Feb-2024 07:14:43	57
21-Feb-2024 07:12:53.875	57
21-Feb-2024 07:10:46.78125	58
21-Feb-2024 07:07:27.40625	57
21-Feb-2024 07:02:10.96875	57
21-Feb-2024 07:00:08.875	58
21-Feb-2024 06:57:31.8125	57
21-Feb-2024 06:54:06.71875	58
21-Feb-2024 06:52:58.6875	57
21-Feb-2024 06:48:06.5	57
21-Feb-2024 06:44:49.40625	58
21-Feb-2024 06:44:40.40625	57
21-Feb-2024 06:43:38.375	57
21-Feb-2024 06:40:49.28125	57
21-Feb-2024 06:35:29	57
21-Feb-2024 06:32:27.75	58
21-Feb-2024 06:28:48.75	57
21-Feb-2024 06:26:05.1875	57
21-Feb-2024 06:22:27.09375	58
21-Feb-2024 06:21:10.9375	57
21-Feb-2024 06:16:31.625	57
21-Feb-2024 06:13:12.375	58
21-Feb-2024 06:11:13.21875	57
21-Feb-2024 06:11:12.21875	57
21-Feb-2024 06:09:29.09375	57
21-Feb-2024 06:02:21.78125	58
21-Feb-2024 06:01:02.75	57
21-Feb-2024 05:57:19.3125	57
21-Feb-2024 05:53:20.90625	57
21-Feb-2024 05:48:03.6875	57
21-Feb-2024 05:45:13.625	58
21-Feb-2024 05:42:12.75	57
21-Feb-2024 05:39:07.6875	57
21-Feb-2024 05:31:56.5625	58
21-Feb-2024 05:29:22.5	58
21-Feb-2024 05:29:20.5	58
21-Feb-2024 05:29:06.5	58
21-Feb-2024 05:27:04.375	57
21-Feb-2024 05:24:05.3125	57
21-Feb-2024 05:20:27.21875	58
21-Feb-2024 05:15:03.09375	57
21-Feb-2024 05:05:55.78125	57
21-Feb-2024 04:52:13.6875	57
21-Feb-2024 04:46:33.53125	58
21-Feb-2024 04:43:33.53125	57
21-Feb-2024 04:38:06.25	58
21-Feb-2024 04:35:39.0625	57
21-Feb-2024 04:30:55.8125	57
21-Feb-2024 04:22:47.34375	57
21-Feb-2024 04:19:00.09375	58
21-Feb-2024 04:15:38.0625	57
21-Feb-2024 04:09:37.84375	57
21-Feb-2024 04:08:40.8125	58
21-Feb-2024 04:03:59.65625	57
21-Feb-2024 04:00:26.53125	58
21-Feb-2024 03:57:01.40625	58
21-Feb-2024 03:48:59.6875	58
21-Feb-2024 03:41:29.34375	57
21-Feb-2024 03:38:15.25	58
21-Feb-2024 03:34:28.96875	57
21-Feb-2024 03:30:23.875	58
21-Feb-2024 03:25:29.78125	57
21-Feb-2024 03:21:08.59375	58
21-Feb-2024 03:14:10.34375	57
21-Feb-2024 03:09:40.375	58
21-Feb-2024 03:04:17.34375	57
21-Feb-2024 02:59:34.3125	58
21-Feb-2024 02:55:35.84375	57
21-Feb-2024 02:51:34.75	58
21-Feb-2024 02:43:24.4375	58
21-Feb-2024 02:35:43.1875	57
21-Feb-2024 02:33:37.09375	58
21-Feb-2024 02:30:28	57
21-Feb-2024 02:26:02.6875	58
21-Feb-2024 02:19:32.5	57
21-Feb-2024 02:16:48.375	58
21-Feb-2024 02:14:05.25	58
21-Feb-2024 02:09:21.03125	57
21-Feb-2024 02:04:05.9375	58
21-Feb-2024 01:59:29.65625	58
21-Feb-2024 01:55:46.40625	58
21-Feb-2024 01:50:41.25	57
21-Feb-2024 01:46:27.15625	58
21-Feb-2024 01:41:59.96875	58
21-Feb-2024 01:32:21.71875	58
21-Feb-2024 01:26:50.375	58
21-Feb-2024 01:21:22	58
21-Feb-2024 01:15:10.71875	57
21-Feb-2024 01:13:07.625	58
21-Feb-2024 01:10:09.3125	58
21-Feb-2024 01:06:12	58
21-Feb-2024 01:03:11.90625	58
21-Feb-2024 00:59:20.71875	57
21-Feb-2024 00:55:50.59375	58
21-Feb-2024 00:54:41.5625	58
21-Feb-2024 00:50:03.375	57
21-Feb-2024 00:47:22.21875	58
21-Feb-2024 00:44:52.125	58
21-Feb-2024 00:41:52	57
21-Feb-2024 00:38:43.84375	58
21-Feb-2024 00:35:38.71875	57
21-Feb-2024 00:33:23.71875	58
21-Feb-2024 00:30:32.5	58
21-Feb-2024 00:26:14.3125	57
21-Feb-2024 00:23:32.28125	58
21-Feb-2024 00:18:16.125	57
21-Feb-2024 00:15:38.0625	58
21-Feb-2024 00:15:35.03125	58
21-Feb-2024 00:14:37.9375	58
21-Feb-2024 00:11:32.6875	57
21-Feb-2024 00:08:22.625	58
21-Feb-2024 00:06:32.53125	58
21-Feb-2024 00:04:31.40625	57
21-Feb-2024 00:02:19.34375	57
21-Feb-2024 00:00:50.34375	58
20-Feb-2024 23:58:48.34375	58
20-Feb-2024 23:58:10.3125	58
20-Feb-2024 23:55:04.15625	57
20-Feb-2024 23:53:26.03125	58
20-Feb-2024 23:51:21	58
20-Feb-2024 23:50:07.9375	58
20-Feb-2024 23:47:39.90625	57
20-Feb-2024 23:46:09.875	58
20-Feb-2024 23:43:52.78125	58
20-Feb-2024 23:42:28.75	57
20-Feb-2024 23:40:40.75	57
20-Feb-2024 23:38:16.59375	58
20-Feb-2024 23:36:13.46875	58
20-Feb-2024 23:33:15.34375	57
20-Feb-2024 23:30:34.3125	58
20-Feb-2024 23:26:58.25	57
20-Feb-2024 23:24:49.21875	58
20-Feb-2024 23:22:50.1875	58
20-Feb-2024 23:21:24.0625	58
20-Feb-2024 23:18:32.90625	57
20-Feb-2024 23:17:03.75	58
20-Feb-2024 23:13:40.59375	58
20-Feb-2024 23:10:35.375	57
20-Feb-2024 23:09:33.3125	58
20-Feb-2024 23:06:58.25	58
20-Feb-2024 23:03:34.125	57
20-Feb-2024 23:01:26.0625	58
20-Feb-2024 22:59:29.03125	58
20-Feb-2024 22:58:19.03125	57
20-Feb-2024 22:56:19.96875	57
20-Feb-2024 22:54:18.90625	58
20-Feb-2024 22:53:06.90625	58
20-Feb-2024 22:53:03.90625	58
20-Feb-2024 22:51:59.875	58
20-Feb-2024 22:49:06.8125	57
20-Feb-2024 22:45:51.75	58
20-Feb-2024 22:45:40.75	58
20-Feb-2024 22:45:38.75	58
20-Feb-2024 22:45:15.71875	58
20-Feb-2024 22:45:10.71875	58
20-Feb-2024 22:41:17.59375	57
20-Feb-2024 22:38:00.5	58
20-Feb-2024 22:35:27.46875	58
20-Feb-2024 22:26:07.03125	58
20-Feb-2024 22:23:21.9375	57
20-Feb-2024 22:20:49.84375	58
20-Feb-2024 22:18:14.625	58
20-Feb-2024 22:15:59.46875	57
20-Feb-2024 22:13:46.34375	57
20-Feb-2024 22:11:45.1875	58
20-Feb-2024 22:10:07.125	58
20-Feb-2024 22:07:25.0625	57
20-Feb-2024 22:05:22.9375	58
20-Feb-2024 22:03:31.9375	58
20-Feb-2024 22:03:26.9375	58
20-Feb-2024 22:02:48.90625	58
20-Feb-2024 22:00:44.84375	57
20-Feb-2024 21:58:41.6875	58
20-Feb-2024 21:56:40.65625	58
20-Feb-2024 21:53:44.5625	57
20-Feb-2024 21:49:28.40625	58
20-Feb-2024 21:45:03.28125	57
20-Feb-2024 21:41:35.15625	58
20-Feb-2024 21:36:52.03125	58
20-Feb-2024 21:31:38.71875	58
20-Feb-2024 21:28:06.53125	58
20-Feb-2024 21:22:28.34375	58
20-Feb-2024 21:22:26.3125	58
20-Feb-2024 21:21:54.28125	58
20-Feb-2024 21:16:25.15625	57
20-Feb-2024 21:13:38.09375	58
20-Feb-2024 21:09:42.9375	58
20-Feb-2024 21:03:51.8125	58
20-Feb-2024 20:55:41.34375	57
20-Feb-2024 20:54:50.34375	58
20-Feb-2024 20:47:06.90625	57
20-Feb-2024 20:45:18.8125	58
20-Feb-2024 20:40:01.4375	57
20-Feb-2024 20:35:30.1875	58
20-Feb-2024 20:31:44.03125	57
20-Feb-2024 20:26:33.8125	58
20-Feb-2024 20:23:09.75	58
20-Feb-2024 20:20:05.625	57
20-Feb-2024 20:18:13.59375	58
20-Feb-2024 20:16:11.40625	58
20-Feb-2024 20:13:36.3125	57
20-Feb-2024 20:09:58.1875	57
20-Feb-2024 20:09:57.1875	58
20-Feb-2024 20:08:09.125	58
20-Feb-2024 20:07:57.125	57
20-Feb-2024 20:07:51.125	58
20-Feb-2024 20:07:50.125	57
20-Feb-2024 20:07:45.125	58
20-Feb-2024 20:07:23.125	58
20-Feb-2024 20:07:18.125	57
20-Feb-2024 20:01:11.9375	58
20-Feb-2024 20:01:09.9375	57
20-Feb-2024 19:59:06.90625	58
20-Feb-2024 19:56:34.84375	57
20-Feb-2024 19:53:44.78125	57
20-Feb-2024 19:50:35.59375	58
20-Feb-2024 19:48:52.5	57
20-Feb-2024 19:44:20.40625	58
20-Feb-2024 19:40:57.3125	58
20-Feb-2024 19:38:00.125	57
20-Feb-2024 19:34:52.90625	58
20-Feb-2024 19:32:06.8125	57
20-Feb-2024 19:26:55.625	58
20-Feb-2024 19:21:53.5	57
20-Feb-2024 19:18:18.34375	58
20-Feb-2024 19:18:16.34375	58
20-Feb-2024 19:14:41.21875	58
20-Feb-2024 19:14:37.21875	58
20-Feb-2024 19:14:09.1875	58
20-Feb-2024 19:13:40.125	57
20-Feb-2024 19:09:13.8125	57
20-Feb-2024 19:07:13.75	58
20-Feb-2024 19:05:15.6875	57
20-Feb-2024 18:59:51.3125	57
20-Feb-2024 18:55:57.1875	58
20-Feb-2024 18:52:59.03125	57
20-Feb-2024 18:49:50.84375	58
20-Feb-2024 18:44:41.75	57
20-Feb-2024 18:40:47.625	57
20-Feb-2024 18:37:13.5625	57
20-Feb-2024 18:30:37.3125	58
20-Feb-2024 18:27:28.15625	57
20-Feb-2024 18:24:11.0625	58
20-Feb-2024 18:21:33	58
20-Feb-2024 18:18:02.8125	57
20-Feb-2024 18:15:11.78125	58
20-Feb-2024 18:13:25.71875	58
20-Feb-2024 18:13:24.71875	57
20-Feb-2024 18:12:45.6875	58
20-Feb-2024 18:12:43.6875	58
20-Feb-2024 18:11:43.6875	57
20-Feb-2024 18:07:05.375	57
20-Feb-2024 18:06:59.375	58
20-Feb-2024 18:06:58.375	57
20-Feb-2024 18:06:37.375	58
20-Feb-2024 18:06:35.375	58
20-Feb-2024 18:06:27.375	58
20-Feb-2024 18:04:37.28125	58
20-Feb-2024 18:04:34.28125	58
20-Feb-2024 18:04:26.28125	57
20-Feb-2024 17:58:42.90625	58
20-Feb-2024 17:55:48.78125	58
20-Feb-2024 17:55:42.78125	58
20-Feb-2024 17:55:30.78125	58
20-Feb-2024 17:52:27.65625	57
20-Feb-2024 17:50:51.625	58
20-Feb-2024 17:46:46.53125	57
20-Feb-2024 17:42:32.40625	58
20-Feb-2024 17:39:57.375	58
20-Feb-2024 17:36:57.34375	57
20-Feb-2024 17:33:56.03125	58
20-Feb-2024 17:31:25.96875	58
20-Feb-2024 17:31:19.96875	57
20-Feb-2024 17:28:54.9375	57
20-Feb-2024 17:23:55.65625	58
20-Feb-2024 17:21:09.59375	58
20-Feb-2024 17:17:09.375	57
20-Feb-2024 17:14:17.125	58
20-Feb-2024 17:08:08.84375	57
20-Feb-2024 17:05:47.78125	58
20-Feb-2024 17:02:45.6875	57
20-Feb-2024 16:51:26	57
20-Feb-2024 16:45:06.6875	58
20-Feb-2024 16:43:33.5625	57
20-Feb-2024 16:41:27.40625	57
20-Feb-2024 16:38:31.3125	58
20-Feb-2024 16:34:27.125	57
20-Feb-2024 16:29:46.84375	57
20-Feb-2024 16:24:31.71875	57
20-Feb-2024 16:17:50.5	58
20-Feb-2024 16:14:09.375	57
20-Feb-2024 16:08:19.34375	58
20-Feb-2024 16:03:56.125	57
20-Feb-2024 15:58:56.90625	58
20-Feb-2024 15:58:52.90625	58
20-Feb-2024 15:58:23.90625	58
20-Feb-2024 15:58:21.90625	58
20-Feb-2024 15:58:13.90625	58
20-Feb-2024 15:53:52.71875	57
20-Feb-2024 15:50:00.53125	58
20-Feb-2024 15:48:06.4375	58
20-Feb-2024 15:47:57.4375	57
20-Feb-2024 15:45:17.21875	57
20-Feb-2024 15:40:57.96875	57
20-Feb-2024 15:35:04.59375	57
20-Feb-2024 15:29:50.1875	58
20-Feb-2024 15:29:45.1875	58
20-Feb-2024 15:27:45.09375	57
20-Feb-2024 15:15:33.625	57
20-Feb-2024 15:10:10.375	58
20-Feb-2024 15:08:20.21875	57
20-Feb-2024 14:59:44.96875	57
20-Feb-2024 14:53:16.78125	57
20-Feb-2024 14:44:41.4375	57
20-Feb-2024 14:35:21.9375	57
20-Feb-2024 14:25:47.4375	57
20-Feb-2024 14:17:08.03125	57
20-Feb-2024 14:06:20.46875	57
20-Feb-2024 14:01:22.25	57
20-Feb-2024 13:58:01.15625	57
20-Feb-2024 13:57:47.15625	57
20-Feb-2024 13:54:29.9375	57
20-Feb-2024 13:54:19.875	58
20-Feb-2024 13:53:50.84375	57
20-Feb-2024 13:49:24.5	57
20-Feb-2024 13:43:26.1875	57
20-Feb-2024 13:26:29.75	57
20-Feb-2024 13:19:47.40625	57
20-Feb-2024 13:04:44.875	57
20-Feb-2024 13:00:16.59375	57
20-Feb-2024 12:54:13	57
20-Feb-2024 12:48:39.78125	57
20-Feb-2024 12:35:40.1875	57
20-Feb-2024 12:30:39.875	57
20-Feb-2024 12:25:52.78125	57
20-Feb-2024 12:14:45.25	57
20-Feb-2024 12:04:57.65625	57
20-Feb-2024 11:54:50.90625	57
20-Feb-2024 11:48:42.625	57
20-Feb-2024 11:43:19.4375	57
20-Feb-2024 11:12:56	57
20-Feb-2024 11:06:21.84375	57
20-Feb-2024 10:40:54.84375	57
20-Feb-2024 10:31:17.1875	57
20-Feb-2024 10:26:39.9375	57
20-Feb-2024 10:21:14.71875	57
20-Feb-2024 10:17:36.8125	57
20-Feb-2024 10:12:49.53125	57
20-Feb-2024 10:05:19.28125	57
20-Feb-2024 10:04:16.28125	57
20-Feb-2024 09:55:13.875	57
20-Feb-2024 09:38:12.9375	57
20-Feb-2024 09:31:32.53125	57
20-Feb-2024 09:23:53.15625	58
20-Feb-2024 09:20:38.03125	58
20-Feb-2024 09:13:55.875	58
20-Feb-2024 09:09:13.625	57
20-Feb-2024 09:04:30.46875	58
20-Feb-2024 08:52:19.0625	58
20-Feb-2024 08:52:17.0625	58
20-Feb-2024 08:45:23.59375	58
20-Feb-2024 08:41:11.40625	58
20-Feb-2024 08:27:41.78125	58
20-Feb-2024 08:22:55.53125	58
20-Feb-2024 08:22:52.53125	58
20-Feb-2024 08:20:39.59375	58
20-Feb-2024 08:20:32.59375	58
20-Feb-2024 08:17:26.65625	58
20-Feb-2024 08:13:01.4375	58
20-Feb-2024 08:12:59.4375	58
20-Feb-2024 08:12:15.40625	58
20-Feb-2024 08:07:13.25	58
20-Feb-2024 08:01:42.09375	58
20-Feb-2024 08:01:40.09375	58
20-Feb-2024 07:56:52.90625	58
20-Feb-2024 07:33:37.625	58
20-Feb-2024 07:32:05.5625	58
20-Feb-2024 07:24:00.28125	58
20-Feb-2024 07:23:46.28125	58
20-Feb-2024 07:23:45.28125	58
20-Feb-2024 07:23:03.125	58
20-Feb-2024 07:23:01.125	58
20-Feb-2024 07:19:35.8125	58
20-Feb-2024 07:19:33.8125	58
20-Feb-2024 07:19:06.78125	58
20-Feb-2024 07:18:16.75	58
20-Feb-2024 07:18:13.75	58
20-Feb-2024 07:12:47.5625	58
20-Feb-2024 07:05:18.3125	58
20-Feb-2024 07:05:09.28125	58
20-Feb-2024 07:02:45.21875	58
20-Feb-2024 06:53:42.90625	58
20-Feb-2024 06:53:41.90625	58
20-Feb-2024 06:50:01.8125	58
20-Feb-2024 06:48:33.8125	58
20-Feb-2024 06:40:58.59375	58
20-Feb-2024 06:38:25.53125	58
20-Feb-2024 06:35:49.4375	58
20-Feb-2024 06:26:26.9375	58
20-Feb-2024 06:23:56.78125	58
20-Feb-2024 06:19:57.59375	58
20-Feb-2024 06:13:27.40625	58
20-Feb-2024 06:03:12.84375	58
