Date,Time,T1_TNH1
8-Dec-2023,10:11:25.6875,74.05
8-Dec-2023,10:11:27.6875,74.97
8-Dec-2023,10:11:28.6875,75.79
8-Dec-2023,10:11:29.6875,76.21
8-Dec-2023,10:11:30.6875,75.33
8-Dec-2023,10:11:31.6875,76.38
8-Dec-2023,10:11:32.6875,78.14
8-Dec-2023,10:11:33.6875,76.57
8-Dec-2023,10:11:34.6875,76.57
8-Dec-2023,10:11:35.6875,79.73
8-Dec-2023,10:11:36.6875,78.25
8-Dec-2023,10:11:37.6875,77.34
8-Dec-2023,10:11:38.6875,79.96
8-Dec-2023,10:11:39.6875,80.83
8-Dec-2023,10:11:40.6875,79.52
8-Dec-2023,10:11:41.6875,80.00
8-Dec-2023,10:11:42.6875,81.13
8-Dec-2023,10:11:43.6875,81.64
8-Dec-2023,10:11:46.6875,81.45
8-Dec-2023,10:11:49.6875,80.70
8-Dec-2023,10:12:17.6875,80.81
8-Dec-2023,10:13:46.53125,80.34
8-Dec-2023,10:14:05.53125,81.52
8-Dec-2023,10:14:27.5625,81.82
8-Dec-2023,10:15:15.5625,81.96
8-Dec-2023,10:15:25.5625,82.06
8-Dec-2023,10:15:29.5625,82.26
8-Dec-2023,10:15:35.5625,82.19
8-Dec-2023,10:15:40.5625,82.07
8-Dec-2023,10:16:55.59375,82.14
8-Dec-2023,10:17:32.59375,83.56
8-Dec-2023,10:18:48.59375,85.66
8-Dec-2023,10:19:23.59375,86.05
8-Dec-2023,10:21:55.59375,86.43
8-Dec-2023,11:03:04.78125,86.75
8-Dec-2023,16:12:13.125,86.47
8-Dec-2023,17:58:37.625,86.80
8-Dec-2023,18:07:34.9375,86.55
8-Dec-2023,18:07:41.9375,86.34
8-Dec-2023,20:08:42.125,86.17
8-Dec-2023,22:53:53.09375,85.91
9-Dec-2023,00:41:31.53125,85.86
9-Dec-2023,03:09:05.15625,86.41
9-Dec-2023,03:45:19.25,86.47
9-Dec-2023,06:05:08.53125,86.40
9-Dec-2023,07:55:23.3125,86.63
9-Dec-2023,13:42:10.15625,85.92
9-Dec-2023,15:15:27.78125,85.64
9-Dec-2023,16:52:37.78125,85.55
9-Dec-2023,17:23:30.5625,85.59
9-Dec-2023,17:44:27.28125,85.57
9-Dec-2023,18:42:49.40625,85.41
9-Dec-2023,20:02:58.8125,85.32
9-Dec-2023,21:10:34.90625,85.11
9-Dec-2023,22:59:07.8125,85.14
10-Dec-2023,01:10:30.03125,85.38
10-Dec-2023,05:13:52.84375,86.29
10-Dec-2023,07:37:48.25,86.54
10-Dec-2023,11:15:09.90625,85.98
10-Dec-2023,17:14:24.53125,85.43
10-Dec-2023,18:35:07.5,85.20
10-Dec-2023,18:59:21.3125,85.14
10-Dec-2023,20:29:08.65625,84.92
10-Dec-2023,21:10:36.03125,84.95
11-Dec-2023,00:06:32.03125,84.84
11-Dec-2023,04:32:15.6875,86.64
11-Dec-2023,06:46:32.84375,86.83
11-Dec-2023,09:19:01.90625,86.81
11-Dec-2023,11:06:18.15625,86.42
11-Dec-2023,13:19:26.625,85.95
11-Dec-2023,15:10:51.15625,85.54
11-Dec-2023,18:09:39.6875,85.30
11-Dec-2023,21:43:12.0625,85.01
11-Dec-2023,23:26:34.9375,84.88
12-Dec-2023,01:32:52.625,85.68
12-Dec-2023,04:27:14.46875,86.72
12-Dec-2023,06:29:26.15625,87.01
12-Dec-2023,10:53:16.40625,86.68
12-Dec-2023,11:22:42.09375,86.50
12-Dec-2023,15:47:49.375,85.68
12-Dec-2023,21:08:48.59375,85.21
12-Dec-2023,23:19:34.59375,85.27
13-Dec-2023,00:52:27.96875,85.20
13-Dec-2023,00:53:52,83.93
13-Dec-2023,00:54:30.09375,83.43
13-Dec-2023,00:55:22.09375,83.18
13-Dec-2023,00:55:49.125,82.37
13-Dec-2023,00:56:37.21875,82.19
13-Dec-2023,00:56:49.21875,81.88
13-Dec-2023,01:00:00.34375,82.11
13-Dec-2023,01:00:31.375,82.55
13-Dec-2023,01:00:38.375,82.62
13-Dec-2023,01:00:44.40625,83.03
13-Dec-2023,01:09:45.03125,82.86
13-Dec-2023,01:10:09.03125,81.61
13-Dec-2023,01:11:19.09375,78.60
13-Dec-2023,01:11:26.09375,78.73
13-Dec-2023,01:11:30.09375,79.86
13-Dec-2023,01:11:43.09375,80.03
13-Dec-2023,01:12:17.09375,79.92
13-Dec-2023,01:12:24.09375,75.43
13-Dec-2023,01:12:27.09375,72.88
13-Dec-2023,01:12:30.09375,69.68
13-Dec-2023,01:12:32.09375,67.04
13-Dec-2023,01:12:33.09375,66.05
13-Dec-2023,01:12:35.09375,65.41
13-Dec-2023,01:12:42.09375,64.74
13-Dec-2023,01:12:43.09375,64.98
13-Dec-2023,01:12:44.09375,64.68
13-Dec-2023,01:12:45.09375,64.96
13-Dec-2023,01:12:46.09375,64.64
13-Dec-2023,01:12:47.09375,64.90
13-Dec-2023,01:12:53.09375,64.64
13-Dec-2023,01:12:54.09375,64.90
13-Dec-2023,01:12:55.09375,64.62
13-Dec-2023,01:12:56.09375,64.93
13-Dec-2023,01:12:57.09375,64.64
13-Dec-2023,01:12:58.09375,64.92
13-Dec-2023,01:12:59.09375,64.69
13-Dec-2023,01:13:05.09375,64.92
13-Dec-2023,01:13:06.09375,64.65
13-Dec-2023,01:13:07.09375,64.95
13-Dec-2023,01:13:08.09375,64.65
13-Dec-2023,01:13:09.09375,64.92
13-Dec-2023,01:13:11.09375,64.84
13-Dec-2023,01:13:16.125,64.90
13-Dec-2023,01:13:17.125,64.67
13-Dec-2023,01:13:18.125,64.95
13-Dec-2023,01:13:19.125,64.65
13-Dec-2023,01:13:20.125,64.95
13-Dec-2023,01:13:21.125,64.70
13-Dec-2023,01:13:26.125,64.70
13-Dec-2023,01:13:27.125,64.94
13-Dec-2023,01:13:28.125,64.66
13-Dec-2023,01:13:29.125,64.95
13-Dec-2023,01:13:30.125,64.65
13-Dec-2023,01:13:31.125,64.92
13-Dec-2023,01:13:33.125,64.85
13-Dec-2023,01:13:37.125,64.68
13-Dec-2023,01:13:38.125,64.92
13-Dec-2023,01:13:39.125,64.65
13-Dec-2023,01:13:40.125,64.95
13-Dec-2023,01:13:41.125,64.64
13-Dec-2023,01:13:42.125,64.91
13-Dec-2023,01:13:46.125,64.75
13-Dec-2023,01:13:48.125,64.70
13-Dec-2023,01:13:49.125,64.97
13-Dec-2023,01:13:50.125,64.65
13-Dec-2023,01:13:51.125,64.95
13-Dec-2023,01:13:52.125,64.68
13-Dec-2023,01:13:53.125,64.91
13-Dec-2023,01:13:59.15625,64.70
13-Dec-2023,01:14:00.15625,64.95
13-Dec-2023,01:14:01.15625,64.68
13-Dec-2023,01:14:02.15625,64.96
13-Dec-2023,01:14:03.15625,64.69
13-Dec-2023,01:14:05.15625,64.77
13-Dec-2023,01:14:10.15625,64.69
13-Dec-2023,01:14:11.15625,64.95
13-Dec-2023,01:14:12.15625,64.64
13-Dec-2023,01:14:13.15625,64.95
13-Dec-2023,01:14:14.15625,64.68
13-Dec-2023,01:14:16.15625,64.78
13-Dec-2023,01:14:20.15625,64.93
13-Dec-2023,01:14:21.15625,64.66
13-Dec-2023,01:14:22.15625,64.96
13-Dec-2023,01:14:23.15625,64.67
13-Dec-2023,01:14:24.15625,64.93
13-Dec-2023,01:14:30.15625,64.68
13-Dec-2023,01:14:31.15625,64.97
13-Dec-2023,01:14:32.15625,64.70
13-Dec-2023,01:14:38.15625,64.95
13-Dec-2023,01:14:39.15625,64.69
13-Dec-2023,01:14:40.15625,64.94
13-Dec-2023,01:14:41.15625,64.69
13-Dec-2023,01:14:45.15625,64.91
13-Dec-2023,01:14:46.15625,64.70
13-Dec-2023,01:14:47.15625,64.94
13-Dec-2023,01:14:48.15625,64.70
13-Dec-2023,01:14:49.15625,64.97
13-Dec-2023,01:14:53.15625,64.77
13-Dec-2023,01:14:54.15625,64.93
13-Dec-2023,01:14:55.15625,64.68
13-Dec-2023,01:14:56.15625,64.95
13-Dec-2023,01:14:57.15625,64.70
13-Dec-2023,01:15:01.15625,64.90
13-Dec-2023,01:15:02.15625,64.70
13-Dec-2023,01:15:03.15625,64.95
13-Dec-2023,01:15:04.15625,64.67
13-Dec-2023,01:15:05.15625,64.92
13-Dec-2023,01:15:09.15625,64.72
13-Dec-2023,01:15:10.15625,64.94
13-Dec-2023,01:15:11.15625,64.66
13-Dec-2023,01:15:12.15625,64.95
13-Dec-2023,01:15:16.15625,64.71
13-Dec-2023,01:15:17.15625,64.99
13-Dec-2023,01:15:18.15625,64.67
13-Dec-2023,01:15:19.15625,64.92
13-Dec-2023,01:15:23.15625,64.72
13-Dec-2023,01:15:24.15625,64.97
13-Dec-2023,01:15:25.15625,64.70
13-Dec-2023,01:15:29.15625,64.90
13-Dec-2023,01:15:30.15625,64.71
13-Dec-2023,01:15:31.15625,64.97
13-Dec-2023,01:15:32.15625,64.71
13-Dec-2023,01:15:36.15625,64.93
13-Dec-2023,01:15:37.15625,64.70
13-Dec-2023,01:15:38.15625,64.94
13-Dec-2023,01:15:42.15625,64.74
13-Dec-2023,01:15:43.15625,64.97
13-Dec-2023,01:15:44.15625,64.72
13-Dec-2023,01:15:48.15625,64.94
13-Dec-2023,01:15:49.15625,64.66
13-Dec-2023,01:15:50.15625,64.95
13-Dec-2023,01:15:54.15625,64.71
13-Dec-2023,01:15:55.15625,64.96
13-Dec-2023,01:15:57.1875,64.86
13-Dec-2023,01:15:59.1875,64.71
13-Dec-2023,01:16:00.1875,64.96
13-Dec-2023,01:16:01.21875,64.71
13-Dec-2023,01:16:05.21875,64.96
13-Dec-2023,01:16:06.21875,64.71
13-Dec-2023,01:16:10.21875,64.96
13-Dec-2023,01:16:11.21875,64.68
13-Dec-2023,01:16:13.21875,64.80
13-Dec-2023,01:16:15.21875,64.93
13-Dec-2023,01:16:16.21875,64.70
13-Dec-2023,01:16:18.21875,64.80
13-Dec-2023,01:16:20.25,64.94
13-Dec-2023,01:16:21.25,64.71
13-Dec-2023,01:16:25.25,64.94
13-Dec-2023,01:16:26.25,64.69
13-Dec-2023,01:16:28.25,64.82
13-Dec-2023,01:16:30.25,64.98
13-Dec-2023,01:16:31.25,64.71
13-Dec-2023,01:16:33.25,64.83
13-Dec-2023,01:16:35.25,64.98
13-Dec-2023,01:16:36.25,64.70
13-Dec-2023,01:16:38.25,64.84
13-Dec-2023,01:16:40.25,64.99
13-Dec-2023,01:16:41.25,64.72
13-Dec-2023,01:16:45.28125,64.97
13-Dec-2023,01:16:46.28125,64.71
13-Dec-2023,01:16:50.28125,64.96
13-Dec-2023,01:16:51.28125,64.73
13-Dec-2023,01:16:55.28125,64.99
13-Dec-2023,01:16:56.28125,64.74
13-Dec-2023,01:17:00.28125,64.99
13-Dec-2023,01:17:02.28125,64.89
13-Dec-2023,01:17:04.28125,64.71
13-Dec-2023,01:17:05.28125,65.01
13-Dec-2023,01:17:07.28125,64.87
13-Dec-2023,01:17:09.28125,64.73
13-Dec-2023,01:17:10.28125,65.00
13-Dec-2023,01:17:11.28125,64.78
13-Dec-2023,01:17:12.28125,62.93
13-Dec-2023,01:17:13.28125,57.58
13-Dec-2023,01:17:14.28125,53.18
13-Dec-2023,01:17:15.28125,49.42
13-Dec-2023,01:17:17.28125,43.25
13-Dec-2023,01:17:19.28125,38.33
13-Dec-2023,01:17:22.28125,32.59
13-Dec-2023,01:17:25.28125,28.28
13-Dec-2023,01:17:29.28125,23.89
13-Dec-2023,01:17:34.28125,19.95
13-Dec-2023,01:17:39.28125,17.04
13-Dec-2023,01:17:48.28125,13.36
13-Dec-2023,01:18:00.28125,10.20
13-Dec-2023,01:18:18.28125,7.33
13-Dec-2023,01:18:46.28125,4.90
13-Dec-2023,01:19:32.28125,2.89
13-Dec-2023,01:20:58.3125,1.25
13-Dec-2023,01:22:57.375,0.00
13-Dec-2023,09:13:13.4375,0.00
13-Dec-2023,17:03:32.40625,0.00
14-Dec-2023,00:53:49.59375,0.00
14-Dec-2023,08:44:02.6875,0.00
14-Dec-2023,16:34:21.09375,0.00
15-Dec-2023,00:24:34.90625,0.00
15-Dec-2023,08:14:55.90625,0.00
15-Dec-2023,16:05:16.0625,0.00
15-Dec-2023,23:55:43.90625,0.00
16-Dec-2023,07:46:06.21875,0.00
16-Dec-2023,15:36:29.34375,0.00
16-Dec-2023,23:26:55.9375,0.00
17-Dec-2023,07:17:11.84375,0.00
17-Dec-2023,15:07:32.9375,0.00
17-Dec-2023,22:57:56.84375,0.00
18-Dec-2023,06:48:25.09375,0.00
18-Dec-2023,14:38:47.375,0.00
18-Dec-2023,22:29:11.875,0.00
19-Dec-2023,06:19:31.78125,0.00
19-Dec-2023,14:09:49.65625,0.00
19-Dec-2023,22:00:08.125,0.00
20-Dec-2023,05:50:25.3125,0.00
20-Dec-2023,13:40:50.90625,0.00
20-Dec-2023,21:31:15.375,0.00
21-Dec-2023,05:21:34.8125,0.00
21-Dec-2023,13:11:53.90625,0.00
21-Dec-2023,21:02:09,0.00
22-Dec-2023,04:52:29,0.00
22-Dec-2023,12:42:54,0.00
22-Dec-2023,20:33:14.53125,0.00
23-Dec-2023,04:23:31.0625,0.00
23-Dec-2023,12:13:54.3125,0.00
23-Dec-2023,20:04:13.84375,0.00
24-Dec-2023,03:54:38.28125,0.00
24-Dec-2023,11:44:50.3125,0.00
24-Dec-2023,19:35:04.3125,0.00
25-Dec-2023,03:25:16.4375,0.00
25-Dec-2023,11:15:28.59375,0.00
25-Dec-2023,19:05:41.34375,0.00
26-Dec-2023,02:55:53.15625,0.00
26-Dec-2023,10:45:59.09375,0.00
26-Dec-2023,18:36:11.90625,0.00
27-Dec-2023,02:26:24.5,0.00
27-Dec-2023,10:16:39.8125,0.00
27-Dec-2023,18:07:00.875,0.00
28-Dec-2023,01:57:19.625,0.00
28-Dec-2023,09:47:30.375,0.00
28-Dec-2023,17:37:47.0625,0.00
29-Dec-2023,01:28:06.75,0.00
29-Dec-2023,09:18:26.5625,0.00
29-Dec-2023,17:08:39.875,0.00
30-Dec-2023,00:58:54.4375,0.00
30-Dec-2023,08:49:15.5625,0.00
30-Dec-2023,16:39:34.6875,0.00
31-Dec-2023,00:29:48.0625,0.00
31-Dec-2023,08:20:04.34375,0.00
31-Dec-2023,16:10:14.15625,0.00
1-Jan-2024,00:00:27.6875,0.00
1-Jan-2024,07:50:33.375,0.00
1-Jan-2024,15:40:38.40625,0.00
1-Jan-2024,23:30:51.28125,0.00
2-Jan-2024,07:21:08.9375,0.00
2-Jan-2024,15:11:34.84375,0.00
2-Jan-2024,23:01:52.15625,0.00
3-Jan-2024,06:52:11.5,0.00
3-Jan-2024,14:42:36.40625,0.00
3-Jan-2024,22:32:57.59375,0.00
4-Jan-2024,06:23:10.5625,0.00
4-Jan-2024,14:13:29.75,0.00
4-Jan-2024,22:03:49.1875,0.00
5-Jan-2024,05:54:08.78125,0.00
5-Jan-2024,13:44:30.25,0.00
5-Jan-2024,21:34:50.96875,0.00
6-Jan-2024,05:25:07.6875,0.00
6-Jan-2024,13:15:25.15625,0.00
6-Jan-2024,21:05:45.65625,0.00
7-Jan-2024,04:56:06.25,0.00
7-Jan-2024,12:46:32.875,0.00
7-Jan-2024,20:36:53.71875,0.00
8-Jan-2024,04:27:08.75,0.00
8-Jan-2024,12:17:28.75,0.00
8-Jan-2024,20:07:48.21875,0.00
9-Jan-2024,03:58:08.84375,0.00
9-Jan-2024,11:48:29.625,0.00
9-Jan-2024,19:38:44.46875,0.00
10-Jan-2024,03:29:05.4375,0.00
10-Jan-2024,11:19:30.90625,0.00
10-Jan-2024,19:09:49.78125,0.00
11-Jan-2024,03:00:11.8125,0.00
11-Jan-2024,10:50:29.75,0.00
11-Jan-2024,18:40:46.75,0.00
12-Jan-2024,02:31:05.84375,0.00
12-Jan-2024,10:21:33.78125,0.00
12-Jan-2024,18:11:53.21875,0.00
13-Jan-2024,02:02:09.0625,0.00
13-Jan-2024,09:52:27.4375,0.00
13-Jan-2024,17:42:45.75,0.00
14-Jan-2024,01:33:06.28125,0.00
14-Jan-2024,09:23:26.09375,0.00
14-Jan-2024,17:13:44.71875,0.00
15-Jan-2024,01:04:02.75,0.00
15-Jan-2024,08:54:29.40625,0.00
15-Jan-2024,16:45:00.125,0.00
16-Jan-2024,00:35:33.40625,0.00
16-Jan-2024,02:25:31.0625,0.00
16-Jan-2024,02:25:32.0625,0.62
16-Jan-2024,02:25:33.0625,2.73
16-Jan-2024,02:25:36.0625,7.53
16-Jan-2024,02:25:40.0625,12.37
16-Jan-2024,02:25:42.0625,14.18
16-Jan-2024,02:25:54.0625,10.17
16-Jan-2024,02:26:08.0625,7.23
16-Jan-2024,02:26:30.09375,4.48
16-Jan-2024,02:27:03.125,2.32
16-Jan-2024,02:27:57.125,0.71
16-Jan-2024,02:28:49.125,0.07
16-Jan-2024,10:19:05.75,0.00
16-Jan-2024,14:09:12.6875,0.00
24-Jan-2024,08:08:17.375,0.00
24-Jan-2024,08:09:23.40625,0.00
24-Jan-2024,15:59:39.4375,0.00
24-Jan-2024,23:49:45.1875,0.00
25-Jan-2024,07:39:50.59375,0.00
25-Jan-2024,15:29:56.375,0.00
25-Jan-2024,23:20:08.6875,0.00
26-Jan-2024,07:10:16.25,0.00
26-Jan-2024,15:00:22.15625,0.00
26-Jan-2024,22:50:33.25,0.00
27-Jan-2024,06:40:48.875,0.00
27-Jan-2024,14:31:02.21875,0.00
27-Jan-2024,22:21:08.84375,0.00
28-Jan-2024,06:11:29.53125,0.00
28-Jan-2024,14:01:39.15625,0.00
28-Jan-2024,21:51:49.21875,0.00
29-Jan-2024,05:42:02.3125,0.00
29-Jan-2024,06:29:23.5,0.00
29-Jan-2024,13:17:33.09375,Bad
29-Jan-2024,13:17:39.09375,0.00
29-Jan-2024,13:17:41.09375,Bad
29-Jan-2024,13:17:41.15625,0.00
29-Jan-2024,21:07:52.1875,0.00
30-Jan-2024,04:57:58.96875,0.00
30-Jan-2024,12:48:11.25,0.00
30-Jan-2024,20:38:25.78125,0.00
31-Jan-2024,04:28:39,0.00
31-Jan-2024,12:18:47.1875,0.00
31-Jan-2024,20:08:57.875,0.00
1-Feb-2024,03:59:11.625,0.00
1-Feb-2024,11:49:24.09375,0.00
1-Feb-2024,19:39:36.8125,0.00
2-Feb-2024,03:29:44.84375,0.00
2-Feb-2024,11:19:57.59375,0.00
2-Feb-2024,19:10:09.34375,0.00
3-Feb-2024,03:00:22.875,0.00
3-Feb-2024,10:50:37.53125,0.00
3-Feb-2024,18:40:49.34375,0.00
4-Feb-2024,02:30:56,0.00
4-Feb-2024,10:21:07.65625,0.00
4-Feb-2024,18:11:22.09375,0.00
5-Feb-2024,02:01:28.625,0.00
5-Feb-2024,09:51:41.375,0.00
5-Feb-2024,17:41:46.75,0.00
6-Feb-2024,01:31:59.0625,0.00
6-Feb-2024,09:22:05.3125,0.00
6-Feb-2024,17:12:17.5,0.00
7-Feb-2024,01:02:24.8125,0.00
7-Feb-2024,08:52:37.28125,0.00
7-Feb-2024,16:42:51.375,0.00
8-Feb-2024,00:33:03.46875,0.00
8-Feb-2024,08:23:10.21875,0.00
8-Feb-2024,16:13:15.75,0.00
9-Feb-2024,00:03:29.46875,0.00
9-Feb-2024,07:53:42.375,0.00
9-Feb-2024,15:43:52.28125,0.00
9-Feb-2024,23:34:02,0.00
10-Feb-2024,07:24:20.5,0.00
10-Feb-2024,15:14:38.875,0.00
10-Feb-2024,23:04:58.78125,0.00
11-Feb-2024,06:55:18.03125,0.00
11-Feb-2024,14:45:40.3125,0.00
11-Feb-2024,22:36:06.78125,0.00
12-Feb-2024,06:26:30.90625,0.00
12-Feb-2024,14:16:49.03125,0.00
12-Feb-2024,22:07:12.71875,0.00
13-Feb-2024,05:57:37.46875,0.00
13-Feb-2024,13:48:02.71875,0.00
13-Feb-2024,21:38:25.125,0.00
14-Feb-2024,02:51:16.59375,0.00
14-Feb-2024,02:51:17.59375,2.21
14-Feb-2024,02:51:20.59375,7.09
14-Feb-2024,02:51:23.59375,10.91
14-Feb-2024,02:51:27.59375,14.64
14-Feb-2024,02:51:32.59375,17.68
14-Feb-2024,02:51:38.59375,19.70
14-Feb-2024,02:51:47.59375,21.08
14-Feb-2024,02:52:04.59375,21.90
14-Feb-2024,02:54:25.59375,22.25
14-Feb-2024,02:54:26.59375,23.11
14-Feb-2024,02:54:35.59375,34.24
14-Feb-2024,02:54:42.59375,44.62
14-Feb-2024,02:54:46.59375,50.85
14-Feb-2024,02:54:49.59375,55.98
14-Feb-2024,02:54:54.59375,65.16
14-Feb-2024,02:54:56.59375,68.36
14-Feb-2024,02:54:57.59375,68.97
14-Feb-2024,02:54:58.59375,70.00
14-Feb-2024,02:55:00.59375,71.23
14-Feb-2024,02:55:02.59375,72.67
14-Feb-2024,02:55:04.59375,74.05
14-Feb-2024,02:55:06.59375,74.02
14-Feb-2024,02:55:07.59375,75.94
14-Feb-2024,02:55:08.59375,75.39
14-Feb-2024,02:55:09.59375,73.77
14-Feb-2024,02:55:10.59375,76.89
14-Feb-2024,02:55:11.59375,77.18
14-Feb-2024,02:55:12.59375,73.54
14-Feb-2024,02:55:13.59375,77.00
14-Feb-2024,02:55:14.59375,79.11
14-Feb-2024,02:55:15.59375,74.59
14-Feb-2024,02:55:16.59375,76.38
14-Feb-2024,02:55:17.59375,79.94
14-Feb-2024,02:55:18.59375,76.14
14-Feb-2024,02:55:19.59375,75.18
14-Feb-2024,02:55:20.59375,79.31
14-Feb-2024,02:55:21.59375,79.09
14-Feb-2024,02:55:22.59375,76.04
14-Feb-2024,02:55:23.59375,78.41
14-Feb-2024,02:55:24.59375,80.13
14-Feb-2024,02:55:26.59375,78.27
14-Feb-2024,02:55:27.59375,79.37
14-Feb-2024,02:55:29.59375,80.16
14-Feb-2024,02:55:31.59375,79.78
14-Feb-2024,02:55:34.59375,79.02
14-Feb-2024,02:55:38.59375,79.38
14-Feb-2024,02:55:55.59375,79.14
14-Feb-2024,02:58:55.53125,79.20
14-Feb-2024,02:59:05.53125,79.83
14-Feb-2024,02:59:12.53125,79.89
14-Feb-2024,03:00:47.5625,79.79
14-Feb-2024,03:01:13.5625,80.32
14-Feb-2024,03:01:21.5625,80.43
14-Feb-2024,03:01:26.5625,80.29
14-Feb-2024,03:01:29.5625,80.53
14-Feb-2024,03:04:48.78125,81.06
14-Feb-2024,03:05:08.8125,81.60
14-Feb-2024,03:05:24.8125,82.05
14-Feb-2024,03:05:30.8125,81.90
14-Feb-2024,03:05:56.84375,82.06
14-Feb-2024,03:07:13.9375,82.33
14-Feb-2024,03:07:44.96875,82.60
14-Feb-2024,03:11:04.03125,82.81
14-Feb-2024,03:11:22.0625,82.88
14-Feb-2024,03:13:58.15625,83.06
14-Feb-2024,03:17:25.1875,83.36
14-Feb-2024,03:17:55.1875,84.11
14-Feb-2024,03:31:50.46875,84.51
14-Feb-2024,03:36:20.59375,84.65
14-Feb-2024,03:54:15.96875,84.84
14-Feb-2024,04:02:01.3125,84.75
14-Feb-2024,04:05:34.5,84.74
14-Feb-2024,04:19:50,85.12
14-Feb-2024,06:05:04.25,85.62
14-Feb-2024,07:03:39.0625,85.83
14-Feb-2024,08:46:44.90625,85.93
14-Feb-2024,08:47:39.9375,86.12
14-Feb-2024,09:35:50.40625,86.26
14-Feb-2024,09:36:01.40625,86.48
14-Feb-2024,13:05:21.21875,85.85
14-Feb-2024,17:17:42.03125,85.28
14-Feb-2024,20:21:46.25,84.96
14-Feb-2024,20:59:56.4375,85.05
14-Feb-2024,23:05:39.5,85.07
14-Feb-2024,23:35:20.34375,85.47
15-Feb-2024,06:06:43.65625,86.60
15-Feb-2024,09:46:56.75,86.88
15-Feb-2024,09:47:07.75,86.99
15-Feb-2024,15:15:36.15625,86.14
15-Feb-2024,17:54:40.96875,85.95
15-Feb-2024,20:47:15.46875,85.76
15-Feb-2024,23:18:02.3125,85.54
16-Feb-2024,00:11:38.34375,85.25
16-Feb-2024,03:18:13.8125,86.32
16-Feb-2024,04:25:51.5625,86.48
16-Feb-2024,04:25:59.59375,86.24
16-Feb-2024,08:36:30.15625,86.67
16-Feb-2024,10:35:49.8125,86.47
16-Feb-2024,12:35:00.21875,85.81
16-Feb-2024,14:15:57.53125,85.89
16-Feb-2024,16:18:40.875,85.75
16-Feb-2024,17:53:44.40625,85.58
16-Feb-2024,19:28:33.40625,85.49
16-Feb-2024,22:08:56.71875,85.24
17-Feb-2024,02:01:51.21875,85.35
17-Feb-2024,06:20:25.1875,85.93
17-Feb-2024,07:03:23.78125,85.77
17-Feb-2024,07:03:32.78125,85.51
17-Feb-2024,07:30:38.28125,85.44
17-Feb-2024,07:30:47.28125,85.21
17-Feb-2024,07:44:47.59375,85.19
17-Feb-2024,10:21:19.9375,85.29
17-Feb-2024,12:35:01.40625,85.02
17-Feb-2024,15:04:21.96875,84.72
17-Feb-2024,15:27:23.40625,84.51
17-Feb-2024,16:30:14.5625,84.38
17-Feb-2024,17:35:46.5,84.49
17-Feb-2024,17:54:21.875,84.35
17-Feb-2024,18:48:22.03125,84.35
17-Feb-2024,19:11:49.6875,84.23
17-Feb-2024,19:41:13.28125,84.13
17-Feb-2024,20:05:26.71875,83.75
17-Feb-2024,20:07:11.71875,83.87
17-Feb-2024,20:45:08.65625,84.15
17-Feb-2024,21:23:25.125,83.99
17-Feb-2024,21:43:39.71875,83.91
17-Feb-2024,22:05:45.125,83.88
17-Feb-2024,22:19:39.34375,83.90
17-Feb-2024,22:38:55.65625,83.99
17-Feb-2024,22:58:10.90625,83.95
17-Feb-2024,23:21:21.375,83.77
17-Feb-2024,23:34:25.59375,83.98
17-Feb-2024,23:55:31.25,83.87
18-Feb-2024,00:19:38.90625,83.95
18-Feb-2024,00:38:28.25,83.98
18-Feb-2024,00:38:44.25,84.59
18-Feb-2024,01:09:05.96875,84.91
18-Feb-2024,02:13:37.96875,85.20
18-Feb-2024,03:13:24.125,85.47
18-Feb-2024,08:13:08.9375,86.39
18-Feb-2024,09:01:49.875,86.62
18-Feb-2024,09:02:02.875,87.19
18-Feb-2024,10:10:47.1875,87.39
18-Feb-2024,15:48:40.78125,86.64
18-Feb-2024,23:38:53.21875,85.88
19-Feb-2024,06:28:56.9375,87.24
19-Feb-2024,11:19:08.46875,86.89
19-Feb-2024,19:18:23.09375,85.99
20-Feb-2024,00:00:16.125,85.73
20-Feb-2024,05:40:21.65625,87.09
20-Feb-2024,10:36:30,87.06
20-Feb-2024,15:10:02.03125,86.20
20-Feb-2024,17:57:05.375,85.92
20-Feb-2024,21:07:39.0625,85.55
20-Feb-2024,23:53:14.78125,85.31
21-Feb-2024,01:59:19.71875,86.05
21-Feb-2024,03:32:59.8125,86.26
21-Feb-2024,03:33:10.8125,86.35
21-Feb-2024,07:24:47.9375,86.68
21-Feb-2024,07:32:03.09375,86.45
21-Feb-2024,07:32:37.09375,85.36
21-Feb-2024,07:35:38.125,85.02
21-Feb-2024,07:36:05.125,84.23
21-Feb-2024,07:41:18.1875,84.34
21-Feb-2024,08:03:08.09375,84.00
21-Feb-2024,08:57:13.375,84.01
21-Feb-2024,09:46:09.03125,84.05
21-Feb-2024,13:24:47.28125,83.63
21-Feb-2024,15:58:18.46875,83.29
21-Feb-2024,16:22:08.78125,83.36
21-Feb-2024,18:06:16.3125,83.03
21-Feb-2024,18:42:56.75,83.01
21-Feb-2024,20:15:55.875,82.83
21-Feb-2024,20:41:38.09375,82.74
21-Feb-2024,21:57:38.875,82.71
21-Feb-2024,22:31:06.75,82.64
21-Feb-2024,23:00:55.125,82.74
22-Feb-2024,00:58:38.625,82.89
22-Feb-2024,02:53:00.0625,83.53
22-Feb-2024,03:57:04.875,83.73
22-Feb-2024,05:59:17.34375,84.00
