Date,Time,T1_A26BTAB
26-Jun-2023,04:08:07.28125,73
26-Jun-2023,04:10:37.46875,73
26-Jun-2023,04:14:30.96875,73
26-Jun-2023,04:15:41.125,73
26-Jun-2023,04:20:07.4375,74
26-Jun-2023,04:23:43.625,74
26-Jun-2023,04:27:33.78125,74
26-Jun-2023,04:31:31.09375,74
26-Jun-2023,04:40:44.0625,74
26-Jun-2023,04:50:02.28125,74
26-Jun-2023,04:53:44.46875,74
26-Jun-2023,04:55:24.5,74
26-Jun-2023,04:56:39.53125,74
26-Jun-2023,05:01:09.03125,73
26-Jun-2023,05:03:30.125,74
26-Jun-2023,05:04:32.1875,74
26-Jun-2023,05:05:40.21875,73
26-Jun-2023,05:07:40.28125,73
26-Jun-2023,05:10:00.375,74
26-Jun-2023,05:12:07.46875,74
26-Jun-2023,05:13:43.46875,74
26-Jun-2023,05:14:45.84375,72
26-Jun-2023,05:16:20.96875,71
26-Jun-2023,05:18:55.125,70
26-Jun-2023,05:20:30.1875,70
26-Jun-2023,05:26:06.375,70
26-Jun-2023,05:30:14.65625,70
26-Jun-2023,05:31:54.78125,70
26-Jun-2023,05:35:39,69
26-Jun-2023,05:43:41.375,70
26-Jun-2023,05:46:14.5,70
26-Jun-2023,05:48:20.5625,70
26-Jun-2023,05:51:39.78125,69
26-Jun-2023,05:54:07.90625,69
26-Jun-2023,05:56:40.28125,69
26-Jun-2023,06:02:43.8125,69
26-Jun-2023,06:05:06.90625,69
26-Jun-2023,06:07:41.09375,69
26-Jun-2023,06:08:58.125,69
26-Jun-2023,06:10:43.21875,69
26-Jun-2023,06:12:10.375,69
26-Jun-2023,06:13:33.71875,70
26-Jun-2023,06:16:18.375,69
26-Jun-2023,06:19:37.90625,69
26-Jun-2023,06:24:43.46875,69
26-Jun-2023,06:27:45.65625,70
26-Jun-2023,06:30:27.34375,69
26-Jun-2023,06:32:36.4375,68
26-Jun-2023,06:35:14.6875,69
26-Jun-2023,06:37:28.09375,69
26-Jun-2023,06:38:32.21875,69
26-Jun-2023,06:39:24.3125,69
26-Jun-2023,06:41:06.375,69
26-Jun-2023,06:43:39.59375,69
26-Jun-2023,06:46:56.25,69
26-Jun-2023,06:52:22.53125,69
26-Jun-2023,06:57:04.90625,69
26-Jun-2023,06:58:27.03125,69
26-Jun-2023,07:00:31.0625,68
26-Jun-2023,07:01:18.34375,69
26-Jun-2023,07:03:56.84375,69
26-Jun-2023,07:06:01.90625,68
26-Jun-2023,07:08:21.96875,69
26-Jun-2023,07:10:11.09375,69
26-Jun-2023,07:11:45.09375,69
26-Jun-2023,07:11:47.09375,68
26-Jun-2023,07:12:01.09375,69
26-Jun-2023,07:12:14.09375,68
26-Jun-2023,07:12:19.125,68
26-Jun-2023,07:16:44.8125,69
26-Jun-2023,07:19:18.53125,69
26-Jun-2023,07:21:42.65625,69
26-Jun-2023,07:24:08.46875,69
26-Jun-2023,07:24:37.46875,69
26-Jun-2023,07:29:54.8125,69
26-Jun-2023,07:34:59.125,69
26-Jun-2023,07:38:14.1875,69
26-Jun-2023,07:41:32.25,69
26-Jun-2023,07:48:38.59375,69
26-Jun-2023,07:52:08.71875,69
26-Jun-2023,07:56:06.03125,69
26-Jun-2023,07:58:41.25,69
26-Jun-2023,08:00:30.34375,69
26-Jun-2023,08:04:51.40625,69
26-Jun-2023,08:07:47.5625,69
26-Jun-2023,08:11:35.625,69
26-Jun-2023,08:16:23.90625,70
26-Jun-2023,08:21:05.15625,69
26-Jun-2023,08:23:06.34375,69
26-Jun-2023,08:26:55.53125,69
26-Jun-2023,08:31:56.625,69
26-Jun-2023,08:37:00.71875,69
26-Jun-2023,08:38:31.8125,69
26-Jun-2023,08:40:04.90625,69
26-Jun-2023,08:43:18.96875,69
26-Jun-2023,08:45:19.03125,69
26-Jun-2023,08:47:29.09375,69
26-Jun-2023,08:53:05.1875,69
26-Jun-2023,08:54:59.28125,69
26-Jun-2023,08:56:49.34375,69
26-Jun-2023,08:58:31.40625,69
26-Jun-2023,09:11:31.90625,69
26-Jun-2023,09:15:29,69
26-Jun-2023,09:19:33.25,69
26-Jun-2023,09:26:07.5,69
26-Jun-2023,09:32:01.6875,69
26-Jun-2023,09:34:06.75,69
26-Jun-2023,09:35:15.8125,69
26-Jun-2023,09:38:57,69
26-Jun-2023,09:42:47.0625,69
26-Jun-2023,09:47:52.28125,69
26-Jun-2023,09:52:03.46875,69
26-Jun-2023,10:03:19.375,69
26-Jun-2023,10:06:33.53125,69
26-Jun-2023,10:09:16.59375,69
26-Jun-2023,10:12:56.65625,69
26-Jun-2023,10:17:39.90625,69
26-Jun-2023,10:25:32.375,69
26-Jun-2023,10:32:21.75,69
26-Jun-2023,10:52:01.78125,69
26-Jun-2023,10:56:56.96875,69
26-Jun-2023,11:02:17.1875,69
26-Jun-2023,11:13:38.625,68
26-Jun-2023,11:18:54.875,69
26-Jun-2023,11:51:46.59375,68
26-Jun-2023,11:52:28.65625,68
26-Jun-2023,11:52:29.65625,68
26-Jun-2023,11:52:37.6875,68
26-Jun-2023,11:53:09.71875,68
26-Jun-2023,11:53:19.71875,68
26-Jun-2023,11:53:35.75,68
26-Jun-2023,11:55:41.78125,68
26-Jun-2023,11:55:56.78125,68
26-Jun-2023,11:55:59.78125,68
26-Jun-2023,11:56:07.78125,68
26-Jun-2023,11:56:16.78125,68
26-Jun-2023,11:56:23.78125,68
26-Jun-2023,11:56:41.78125,68
26-Jun-2023,11:56:43.78125,68
26-Jun-2023,12:03:13.9375,68
26-Jun-2023,12:03:22.9375,68
26-Jun-2023,12:04:01.96875,68
26-Jun-2023,12:04:06.96875,68
26-Jun-2023,12:05:14,68
26-Jun-2023,12:05:16,68
26-Jun-2023,12:24:36.6875,68
26-Jun-2023,12:33:26.96875,68
26-Jun-2023,12:33:54,68
26-Jun-2023,12:43:54.46875,68
26-Jun-2023,13:02:53.1875,67
26-Jun-2023,13:15:44.9375,67
26-Jun-2023,13:27:21.8125,67
26-Jun-2023,13:37:32.375,66
26-Jun-2023,13:44:07.4375,66
26-Jun-2023,14:02:58.15625,66
26-Jun-2023,14:09:17.65625,66
26-Jun-2023,14:14:07,66
